"nid" "centrality"
"1" "30829" "8.23712426081936"
"2" "30831" "0.0120549262709474"
"3" "30832" "0.000299738009969321"
"4" "30833" "0.00850009523434218"
"5" "30835" "1.30187842362267e-10"
"6" "30838" "0.54160569589917"
"7" "30839" "1.20237835081569"
"8" "30842" "4.90610748540142e-07"
"9" "30843" "2.59454939118968e-16"
"10" "30845" "0.503456711608739"
"11" "30846" "2.08071279491672e-17"
"12" "30849" "8.32285117966687e-17"
"13" "30854" "0.0485861131209212"
"14" "30859" "2.16252357985412e-08"
"15" "30860" "8.65009428612506e-08"
"16" "30866" "5.87519420473469e-06"
"17" "30868" "1.38872240231872e-11"
"18" "30870" "2.087739755758e-06"
"19" "30872" "8.32285117966687e-17"
"20" "30873" "0.904455010569458"
"21" "30875" "8.32285117966687e-17"
"22" "30876" "8.32285117966687e-17"
"23" "30877" "1.45886672439765e-06"
"24" "30881" "0.000415171905310668"
"25" "30883" "2.777223045653"
"26" "30884" "6.21247372806079"
"27" "30886" "0.0489573512342492"
"28" "30887" "0.00228049974861844"
"29" "30888" "1.3236723834803e-05"
"30" "30889" "2.2459536817689e-06"
"31" "30890" "1.09237421733128e-16"
"32" "30891" "0.000100319905380068"
"33" "30893" "8.32285117966687e-17"
"34" "30894" "55.972930524799"
"35" "30895" "8.32285117966687e-17"
"36" "30896" "1.56244141089184e-16"
"37" "30897" "8.32285117966687e-17"
"38" "30899" "6.03283238346718e-07"
"39" "30904" "0.0160673249002237"
"40" "30905" "1.09237421733128e-16"
"41" "30907" "24.746310848196"
"42" "30909" "8.32285117966687e-17"
"43" "30911" "115.687241482531"
"44" "30916" "20.6725376842337"
"45" "30921" "0.0185040153368778"
"46" "30923" "2.08071279491672e-17"
"47" "30924" "0.164165750548743"
"48" "30932" "8.32285117966687e-17"
"49" "30936" "1.24842767695003e-16"
"50" "30939" "3.24916626367436"
"51" "30940" "8.32285117966687e-17"
"52" "30941" "0.00045236931018762"
"53" "30942" "11.5512923503286"
"54" "30943" "1.98580782733579"
"55" "30944" "4.73208610240751e-08"
"56" "30945" "5.1108465722643e-07"
"57" "30947" "0.00864613810209456"
"58" "30950" "1.04035639745836e-16"
"59" "30952" "3.75948319608163e-06"
"60" "30957" "8.54901272793529e-06"
"61" "30960" "0.00119239309427203"
"62" "30961" "8.99805387311155"
"63" "30967" "5.5453645572143e-11"
"64" "30969" "56.4902739965883"
"65" "30973" "0.909889915189974"
"66" "30976" "1.04035639745836e-16"
"67" "30977" "0.000282298271012259"
"68" "30981" "0.0582926519775346"
"69" "30982" "0.390168219941336"
"70" "30984" "1.56743455034456e-08"
"71" "30985" "1.45101528798516e-10"
"72" "30987" "1.97402482432885"
"73" "30988" "0.132965788787729"
"74" "30991" "3.59072949611982"
"75" "30995" "0.00117771357344152"
"76" "30998" "0.00382120644254575"
"77" "31000" "1.62377711967891"
"78" "31001" "0.04316257310719"
"79" "31002" "2.26539298406266e-11"
"80" "31005" "0.220703333399485"
"81" "31006" "1.91155445185738e-11"
"82" "31007" "4.52094269936532e-08"
"83" "31009" "8.32285117966687e-17"
"84" "31011" "0.0680469904053432"
"85" "31012" "8.54901272793529e-06"
"86" "31013" "13.5879143885337"
"87" "31017" "0.000375209946443309"
"88" "31019" "3.1558095666827"
"89" "31022" "1.07864122537392"
"90" "31026" "8.32285117966687e-17"
"91" "31028" "0.000100504917642324"
"92" "31030" "8.32285117966687e-17"
"93" "31031" "0.906209032013464"
"94" "31034" "1.04035639745836e-16"
"95" "31035" "1.85863913899196"
"96" "31037" "3.90087069225913e-06"
"97" "31038" "0.00257053143469781"
"98" "31039" "7.94323130934317"
"99" "31044" "8.32285117966687e-17"
"100" "31047" "1.48691277534842"
"101" "31051" "14.3623688382254"
"102" "31052" "2.58620154177027e-05"
"103" "31053" "4.11716268867263e-07"
"104" "31056" "0.000532856489188281"
"105" "31058" "4.56124464741008e-05"
"106" "31059" "1.89126288259638e-07"
"107" "31066" "0.0123054425489664"
"108" "31067" "0.0804556566105899"
"109" "31069" "11.006074724484"
"110" "31071" "0.0561215941168445"
"111" "31072" "1.04035639745836e-16"
"112" "31073" "1.10862978604156e-16"
"113" "31075" "9.7483870765008e-16"
"114" "31076" "8.32285117966687e-17"
"115" "31079" "0.0140933177850744"
"116" "31080" "3.81667795215224e-05"
"117" "31083" "7.6800926512852e-09"
"118" "31084" "2.26404253199277e-05"
"119" "31086" "0.636579964684297"
"120" "31088" "5.28975764070983"
"121" "31091" "11.0900974059422"
"122" "31094" "0.328975231430732"
"123" "31095" "2.52290764077351e-06"
"124" "31102" "2.6008909936459e-17"
"125" "31103" "1.07614303198195"
"126" "31104" "0.0591347964045788"
"127" "31105" "8.32285117966687e-17"
"128" "31107" "1.49614960242824"
"129" "31110" "0.224387627835732"
"130" "31111" "1.04035639745836e-16"
"131" "31112" "1.46332659916685e-14"
"132" "31113" "6.97928806796073e-05"
"133" "31114" "1.55628561510237"
"134" "31118" "5.19334554834428e-08"
"135" "31119" "0.00109306208740167"
"136" "31120" "3.61044454068647e-07"
"137" "31121" "40.8418787749705"
"138" "31124" "0.0170764702223557"
"139" "31125" "20.7450867335952"
"140" "31130" "8.10717061457807"
"141" "31131" "20.1325077458285"
"142" "31132" "0.00323270540562077"
"143" "31133" "9.62904908003396e-10"
"144" "31135" "1.04035639745836e-16"
"145" "31139" "8.32285117966687e-17"
"146" "31145" "2.1575414429546e-05"
"147" "31147" "1.15813099179475"
"148" "31149" "2.47292436244364e-05"
"149" "31150" "1.23752989460352"
"150" "31153" "4.00288121146209e-05"
"151" "31157" "8.32285117966687e-17"
"152" "31158" "6.51156328873298e-06"
"153" "31160" "9.65467718135176e-05"
"154" "31161" "0.00114607855991087"
"155" "31162" "1.04035639745836e-16"
"156" "31163" "0.00282613517325006"
"157" "31167" "1.9369571210263e-12"
"158" "31170" "8.32285117966687e-17"
"159" "31171" "6.39756590814135e-06"
"160" "31172" "0.0010644318365155"
"161" "31173" "1.44074451688242e-12"
"162" "31175" "0.0236001052196021"
"163" "31178" "0.000100476432038743"
"164" "31180" "8.32285117966687e-17"
"165" "31181" "1.07951779809288"
"166" "31182" "0.00631582036611788"
"167" "31186" "0.00108768008791629"
"168" "31192" "0.0528052522342109"
"169" "31193" "7.0411298794672e-12"
"170" "31195" "23.1304282235199"
"171" "31196" "0.990416418284278"
"172" "31197" "1.04035639745836e-16"
"173" "31198" "1.61987326674491e-06"
"174" "31204" "4.23230183445537e-07"
"175" "31206" "1.75998231665192e-12"
"176" "31208" "0.326093911869481"
"177" "31210" "0.00109329171715878"
"178" "31213" "5.08502536220006e-06"
"179" "31214" "0.591304553337326"
"180" "31217" "1.04035639745836e-16"
"181" "31218" "3.09158732440816e-06"
"182" "31220" "1.83624425510589e-07"
"183" "31222" "0.733521229085769"
"184" "31228" "0.016901805833109"
"185" "31230" "9.40186019808536e-07"
"186" "31236" "0.00850008575953273"
"187" "31237" "0.00173457309071478"
"188" "31239" "7.56504571387797e-07"
"189" "31240" "1.04035639745836e-16"
"190" "31242" "22.0369618749851"
"191" "31246" "8.32285117966687e-17"
"192" "31247" "0.116210645480662"
"193" "31248" "5.97809705684594e-08"
"194" "31250" "0.00114171593584495"
"195" "31251" "1.04035639745836e-16"
"196" "31253" "0.0137439896969099"
"197" "31254" "0.00178579145651772"
"198" "31255" "8.32285117966687e-17"
"199" "31259" "8.32285117966687e-17"
"200" "31266" "0.274177060224579"
"201" "31271" "6.53360672482151"
"202" "31273" "8.32285117966687e-17"
"203" "31276" "0.000305572282786811"
"204" "31279" "8.32285117966687e-17"
"205" "31280" "2.44790747322357"
"206" "31281" "0.974866968357871"
"207" "31282" "3.88838802038688e-07"
"208" "31283" "1.05122131044803"
"209" "31286" "1.022073146944e-05"
"210" "31288" "0.00197309620143587"
