41271	0.148181
30906	0.118803
34792	0.112376
35390	0.109738
31446	0.106363
42937	0.105906
36972	0.103471
35513	0.100178
33644	0.098543
30999	0.097209
38396	0.096669
34682	0.094940
40462	0.091747
36403	0.088983
34948	0.088713
37232	0.088255
36207	0.087778
36926	0.086816
34954	0.086675
33646	0.086346
34059	0.086046
37775	0.085565
40798	0.082023
39814	0.081581
49139	0.080580
35188	0.080332
32192	0.079698
32508	0.078891
50320	0.078595
43393	0.076329
32151	0.075941
40107	0.075033
32042	0.073019
40636	0.072205
34837	0.070525
42022	0.069607
49516	0.068845
37296	0.067820
33632	0.067560
47732	0.066803
31158	0.066344
43801	0.065581
47568	0.063580
32201	0.062408
45027	0.062019
45233	0.061854
41495	0.061820
35375	0.061588
50589	0.061419
31772	0.061158
40529	0.060893
33770	0.059754
41057	0.059487
40901	0.059056
34944	0.059034
36457	0.058743
43950	0.058635
51905	0.058617
36392	0.058504
35454	0.058502
42149	0.058329
49977	0.058255
45077	0.058104
35839	0.057730
37643	0.057678
36120	0.057557
37667	0.057476
41997	0.057255
37422	0.057007
45973	0.056981
38656	0.056406
45024	0.056117
40733	0.056015
42362	0.055719
33809	0.055028
39375	0.054789
48568	0.054405
49044	0.054055
42727	0.053291
46003	0.053094
33732	0.052926
48645	0.052544
36941	0.052542
42919	0.052470
32030	0.052414
45791	0.052358
41792	0.051010
32783	0.050909
42673	0.050775
33380	0.050739
39632	0.050550
42102	0.050434
40790	0.049952
35512	0.049262
50479	0.049255
34694	0.049080
39337	0.049035
44619	0.048643
40214	0.048567
49700	0.047576
34992	0.047463
47849	0.047111
39651	0.047036
38034	0.046937
42392	0.045910
48243	0.045869
50794	0.045569
41722	0.045337
36832	0.045270
39799	0.044899
32027	0.044599
45609	0.044287
31810	0.044272
51345	0.044259
35050	0.044163
34955	0.043523
31270	0.043518
35258	0.043492
33357	0.043491
37290	0.043232
41355	0.043096
33528	0.042992
45204	0.042832
45747	0.042576
49996	0.042550
33952	0.042543
51581	0.042473
47696	0.042341
34385	0.042239
36173	0.042117
36380	0.042109
36339	0.041915
47811	0.041884
40769	0.041636
45944	0.041561
42335	0.041548
46714	0.041172
35690	0.040824
43816	0.040638
39673	0.040619
49418	0.040597
38742	0.040393
38093	0.040328
34604	0.040094
41820	0.039935
45344	0.039913
48570	0.039880
40270	0.039587
42005	0.039479
49124	0.039284
40235	0.039235
38739	0.039090
42218	0.038982
30938	0.038965
37653	0.038511
41941	0.038464
44557	0.038400
36670	0.038293
40083	0.038260
36017	0.038154
31952	0.038115
40322	0.037555
43023	0.037539
46255	0.037519
51381	0.037321
37811	0.037148
31479	0.037087
43703	0.037004
36089	0.036843
33219	0.036517
34696	0.036496
39525	0.036277
46296	0.036222
32666	0.036125
38084	0.035702
47554	0.035599
34058	0.035426
34900	0.035368
48710	0.035319
32718	0.035266
48241	0.035264
43751	0.035226
51485	0.035160
46969	0.035127
42664	0.034942
38823	0.034827
49601	0.034752
46031	0.034654
40612	0.034648
43408	0.034577
38088	0.034512
45427	0.034467
39658	0.034354
46855	0.034314
43103	0.034251
48415	0.034184
31777	0.034137
49907	0.034020
41548	0.034015
31386	0.033931
31857	0.033911
40766	0.033754
41547	0.033647
42299	0.033619
