Node1	Node2	AdamicAdar	WeightedKatz	IsEdge	BonCen1	BonCen2	StatusDiff
33461	40534	2.06166556426	9.025	1	0.008266	0.01353	0.005264
30962	41267	1.47692552375	6.3175	1	0.001587	0.031616	0.030029
38064	39486	0.32153221503	1.805	1	0.001195	0.031535	0.03034
31982	34883	4.67692029685	21.66	1	0.02046	0.010177	0.010283
33770	36339	14.6006531149	70.395	1	0.059754	0.041915	0.017839
39632	44005	4.62855307877	24.3675	1	0.05055	0.020405	0.030145
43546	48004	2.18690413312	4.5125	1	1.8e-05	5.1e-05	3.3e-05
31104	35703	0	0	1	0	0	0
48167	50907	2.11993126729	8.1225	1	0.001909	0.001909	0
32813	34954	4.97567788966	21.66	1	0.006633	0.086675	0.080042
41028	41334	2.1602048429	9.9275	1	0.028864	0.003751	0.025113
41722	49871	7.19158954482	34.295	1	0.045337	0.022667	0.02267
43950	46256	6.71816027247	23.465	1	0.058635	0.002346	0.056289
33260	39023	1.38004777836	4.5125	1	0.012497	0.000909	0.011588
31661	42188	1.587332375	6.3175	1	0.008075	0.001881	0.006194
34954	47542	7.57490630643	36.1	1	0.086675	0.016101	0.070574
31036	37079	2.35251152453	4.5125	1	0.000221	7.4e-05	0.000147
35276	49764	3.82033211149	8.1225	1	0	0	0
42426	50023	3.94931980477	15.3425	1	0.015093	0.004852	0.010241
32490	35832	0.587616400854	1.805	1	0.000882	0.006273	0.005391
36457	46751	1.87131164029	7.22	1	0.058743	0.002354	0.056389
38869	50931	1.05828639346	1.805	1	0.001541	0.000559	0.000982
45085	47987	5.38905591501	13.5375	1	0	0	0
47739	48573	3.60720180189	11.7325	1	0.002101	0.001629	0.000472
34792	45596	6.14041901112	23.465	1	0.112376	0.005405	0.106971
30999	41722	24.2465283489	111.91	1	0.097209	0.045337	0.051872
35987	41579	2.04615924209	6.3175	1	0.007373	0.002587	0.004786
40445	40529	2.88283769737	15.3425	1	0.009487	0.060893	0.051406
31727	37275	0.467536139636	1.805	1	0.000585	0.003332	0.002747
48433	48754	10.5936032565	44.2225	1	0.01091	0.007137	0.003773
48109	50192	4.53265275634	18.9525	1	0.014487	0.007564	0.006923
34944	51813	3.71681593095	17.1475	1	0.059034	0.011087	0.047947
41412	41485	0.24733794695	0.9025	1	8.8e-05	0.005767	0.005679
32508	34696	21.4898733417	95.665	1	0.078891	0.036496	0.042395
32090	34059	9.52972522055	41.515	1	0.011673	0.086046	0.074373
33624	35513	15.4344130442	74.005	1	0.025365	0.100178	0.074813
33357	44145	2.79094519205	14.44	1	0.043491	0.01662	0.026871
41495	45150	0.585224230617	2.7075	1	0.06182	0.000931	0.060889
33584	39922	1.92635643776	5.415	1	0.008014	0.001458	0.006556
33800	42621	2.7572279846	9.025	1	0.010588	0.018559	0.007971
37850	50143	3.13632020645	13.5375	1	0.022011	0.013981	0.00803
39780	42511	4.52532967226	18.9525	1	0.006883	0.016868	0.009985
34334	40839	0.79773372502	2.7075	1	0.00151	0.000128	0.001382
41271	44167	15.5864985925	72.2	1	0.148181	0.023117	0.125064
34837	44844	5.05219391881	26.1725	1	0.070525	0.014763	0.055762
32008	45944	6.58613879598	28.88	1	0.007578	0.041561	0.033983
31855	35188	1.29834638678	4.5125	1	0.001541	0.080332	0.078791
31962	43522	6.71449015194	24.3675	1	0.02995	0.005803	0.024147
35757	39613	2.90911798321	10.83	1	0.02314	0.001988	0.021152
47732	50489	9.29946625711	44.2225	1	0.066803	0.016881	0.049922
38382	39375	0.517951070553	2.7075	1	0.00111	0.054789	0.053679
43184	49139	8.32570231001	39.71	1	0.016156	0.08058	0.064424
41271	51925	17.1783046132	77.615	1	0.148181	0.022848	0.125333
42467	45060	2.61604109281	9.9275	1	0.00883	0.007446	0.001384
32508	33887	3.78580546024	17.1475	1	0.078891	0.00666	0.072231
31087	42726	1.27206288757	3.61	1	0.028142	0.000308	0.027834
34716	47365	6.46562926584	28.88	1	0.030485	0.009041	0.021444
45097	50795	2.67260501013	7.22	1	0.004732	0.000286	0.004446
33236	40556	5.55743364799	25.27	1	0.019018	0.031848	0.01283
39814	49705	3.43997195109	17.1475	1	0.081581	0.007844	0.073737
38023	42149	4.22502562867	22.5625	1	0.018038	0.058329	0.040291
44578	47166	5.18296082057	21.66	1	0.006224	0.013782	0.007558
33383	38534	3.60536572323	13.5375	1	0.02461	0.002232	0.022378
38229	40235	1.73970781076	4.5125	1	0.000998	0.039235	0.038237
41503	43762	1.90635396722	8.1225	1	0.033322	0.003055	0.030267
34421	40845	0.477223987889	1.805	1	0.008594	0.000603	0.007991
35610	36860	2.36813047544	8.1225	1	0.005469	0.001867	0.003602
45204	47148	12.6415517357	58.6625	1	0.042832	0.027225	0.015607
32718	50108	6.69560449996	30.685	1	0.035266	0.022884	0.012382
31084	33838	1.75741562627	7.22	1	0.00594	0.00101	0.00493
36941	51581	20.9995429898	95.665	1	0.052542	0.042473	0.010069
32186	40371	1.56080523261	5.415	1	0.016868	0.005322	0.011546
36398	37775	10.9779156599	50.54	1	0.01658	0.085565	0.068985
31446	45031	6.71382993351	29.7825	1	0.106363	0.009713	0.09665
31546	47570	3.29716589361	9.9275	1	0.005922	0.000924	0.004998
34948	41563	8.23739262409	38.8075	1	0.088713	0.017006	0.071707
34682	42392	22.5705078088	110.105	1	0.09494	0.04591	0.04903
41222	51120	1.83823679936	8.1225	1	0.025567	0.00361	0.021957
33624	36403	20.3032900937	88.445	1	0.025365	0.088983	0.063618
31485	48738	5.22121718111	16.245	1	0.001189	0.00454	0.003351
35390	40502	11.8159757347	52.345	1	0.109738	0.017788	0.09195
31312	33573	2.13002996626	3.61	1	2e-06	2e-06	0
36017	39955	5.19653918504	25.27	1	0.038154	0.018825	0.019329
47805	47826	3.77300442234	17.1475	1	0.018793	0.01486	0.003933
41195	45346	4.68561223173	13.5375	1	0.006642	0.002227	0.004415
40462	41256	8.99850264364	46.93	1	0.091747	0.026811	0.064936
35513	51911	3.69149845423	9.9275	1	0.100178	0.001511	0.098667
37804	38308	2.16484974292	4.5125	1	0.000251	0.00252	0.002269
37290	48650	2.55280176772	14.44	1	0.043232	0.011027	0.032205
30910	37090	2.43293587249	7.22	1	0.006378	0.000397	0.005981
31581	33008	4.22481887101	18.05	1	0.011926	0.004349	0.007577
35274	46845	2.02809682038	7.22	1	0.006607	0.024722	0.018115
41487	43045	2.74966593062	6.3175	1	1.3e-05	0.000244	0.000231
34682	50666	3.00774349517	14.44	1	0.09494	0.007252	0.087688
37232	45797	8.55307973358	40.6125	1	0.088255	0.01794	0.070315
46107	51093	1.82047845325	1.805	1	0	0	0
31270	36926	21.4894187095	103.7875	1	0.043518	0.086816	0.043298
31479	42022	13.629252393	69.4925	1	0.037087	0.069607	0.03252
35488	37775	3.047941793	15.3425	1	0.00751	0.085565	0.078055
36941	42824	7.90229859329	37.905	1	0.052542	0.020911	0.031631
39340	48060	5.19798099017	18.05	1	0.002722	0.003772	0.00105
35188	41119	8.37753684008	38.8075	1	0.080332	0.017819	0.062513
34181	36403	4.18358120598	14.44	1	0.002518	0.088983	0.086465
43855	46792	4.59352823816	14.44	1	0.00149	0.002288	0.000798
30882	32089	8.29955785136	34.295	1	0.017619	0.018607	0.000987999999999999
33014	35375	4.41000723481	16.245	1	0.003667	0.061588	0.057921
32454	33357	9.14723282563	45.125	1	0.030395	0.043491	0.013096
34987	35551	1.24404742732	1.805	1	7e-06	4.8e-05	4.1e-05
37918	42152	1.88195666741	5.415	1	0.00068	0.001854	0.001174
45027	46200	6.25268317661	29.7825	1	0.062019	0.018481	0.043538
34169	42515	3.02509021575	11.7325	1	0.007029	0.005325	0.001704
34718	35921	4.27343206104	19.855	1	0.021562	0.024672	0.00311
34068	35390	9.17464055866	46.0275	1	0.019381	0.109738	0.090357
32201	36207	38.0693808904	170.5725	1	0.062408	0.087778	0.02537
36322	46145	2.92006670728	8.1225	1	0.010323	0.003033	0.00729
47568	50614	6.46027413518	29.7825	1	0.06358	0.016312	0.047268
38183	40359	3.47317643882	12.635	1	0.002496	0.005866	0.00337
49206	49246	3.83967195428	11.7325	1	0.001819	0.000687	0.001132
45669	46255	2.62351104651	11.7325	1	0.00373	0.037519	0.033789
41018	44117	4.35913991644	14.44	1	0.002792	0.005263	0.002471
32493	38791	2.46788078318	7.22	1	0.001943	0.000148	0.001795
50273	51547	12.255702607	53.2475	1	0.028129	0.029205	0.001076
35371	45550	3.44908753308	11.7325	1	0.008572	0.001307	0.007265
38726	39192	0.773163206864	3.61	1	0.00399	0.004257	0.000267000000000001
42937	45204	31.4007309031	136.2775	1	0.105906	0.042832	0.063074
34860	37193	3.32167547767	17.1475	1	0.028606	0.011967	0.016639
43524	45722	7.65191173317	26.1725	1	0.001602	0.001602	0
31230	33556	0.515093412049	1.805	1	0.000251	0.000275	2.4e-05
40614	41540	4.44700341555	18.9525	1	0.011156	0.004363	0.006793
32186	39897	2.34491443797	5.415	1	0.016868	0.00033	0.016538
33646	34948	41.2061544144	194.94	1	0.086346	0.088713	0.00236699999999999
35215	35830	1.98039716945	3.61	1	4.1e-05	0.003372	0.003331
48935	51348	5.83626600326	24.3675	1	0.007084	0.007107	2.29999999999996e-05
32328	35656	1.82358080197	2.7075	1	0.000838	5e-06	0.000833
35690	42120	4.69268624656	21.66	1	0.040824	0.013894	0.02693
36867	43840	3.38167358891	13.5375	1	0.009693	0.022726	0.013033
40114	44216	2.6001224902	9.025	1	0.003848	0.002067	0.001781
40702	51924	7.86016482254	32.49	1	0.031849	0.008507	0.023342
38976	39476	0.687340435668	2.7075	1	0.007085	0.000288	0.006797
31479	34682	16.3354699128	81.225	1	0.037087	0.09494	0.057853
34792	51919	3.68488059381	16.245	1	0.112376	0.00539	0.106986
36654	36910	1.79905537466	8.1225	1	0.020143	0.004256	0.015887
31362	39367	3.47629647324	12.635	1	0.004808	0.019893	0.015085
31413	46626	5.43851320944	22.5625	1	0.023376	0.019275	0.004101
33380	42489	3.21277836701	16.245	1	0.050739	0.00631	0.044429
36083	36950	1.25827090206	4.5125	1	0.019961	0.000407	0.019554
31514	41136	2.03290654963	5.415	1	0.000296	0.002289	0.001993
36678	40529	2.1002957648	9.025	1	0.003107	0.060893	0.057786
33739	41353	3.27528123126	9.9275	1	0.001907	0.025453	0.023546
36722	38095	1.00219777592	3.61	1	0.000365	0.010526	0.010161
36120	48773	1.18582924698	3.61	1	0.057557	0.001451	0.056106
47451	50383	2.5510502862	9.025	1	0.002752	0.002752	0
39363	41355	2.10453749978	5.415	1	0.000354	0.043096	0.042742
33322	39736	2.81126913318	11.7325	1	0.02761	0.007651	0.019959
32042	40534	6.47344896736	31.5875	1	0.073019	0.01353	0.059489
33119	37643	3.69888097945	18.05	1	0.009546	0.057678	0.048132
31569	41974	2.30549925927	9.025	1	0.004953	0.014176	0.009223
40636	42218	17.6119682276	82.1275	1	0.072205	0.038982	0.033223
31106	41831	3.0405010639	9.9275	1	0.004197	0.006608	0.002411
37466	47425	3.08304480336	10.83	1	0.022063	0.004655	0.017408
47307	51922	8.60571699018	35.1975	1	0.021344	0.013599	0.007745
34769	41883	1.19932893955	4.5125	1	0.009847	0.003112	0.006735
46753	49397	2.54384354907	10.83	1	0.002863	0.031366	0.028503
34017	41271	13.1774712191	62.2725	1	0.022094	0.148181	0.126087
30971	40156	2.62353532939	10.83	1	0.00907	0.005011	0.004059
45637	46608	2.2079020992	4.5125	1	7.9e-05	7.9e-05	0
35921	39565	1.87865488113	4.5125	1	0.024672	0.000747	0.023925
33770	49070	6.89448979435	27.9775	1	0.059754	0.005583	0.054171
36242	37391	5.17393400802	24.3675	1	0.023516	0.01059	0.012926
33688	36901	0.199311187043	0.9025	1	4.5e-05	0.001386	0.001341
38380	50794	3.11808359689	16.245	1	0.017414	0.045569	0.028155
37296	39375	20.8094894725	102.885	1	0.06782	0.054789	0.013031
40462	42299	18.6860943375	87.5425	1	0.091747	0.033619	0.058128
39486	40145	6.31215462714	32.49	1	0.031535	0.026083	0.005452
32042	41941	13.4915080092	67.6875	1	0.073019	0.038464	0.034555
49040	51812	1.2462693993	2.7075	1	6e-05	6e-05	0
33893	49700	3.6813900928	17.1475	1	0.008829	0.047576	0.038747
33500	40034	0.241363138309	0.9025	1	0.008151	8.6e-05	0.008065
32192	46103	8.94325922673	40.6125	1	0.079698	0.018315	0.061383
34792	43625	9.77759083149	46.0275	1	0.112376	0.016868	0.095508
31386	39799	7.96916780273	39.71	1	0.033931	0.044899	0.010968
38373	42448	1.62511710807	2.7075	1	8e-06	0.00118	0.001172
32508	50106	4.92310989185	18.9525	1	0.078891	0.004879	0.074012
34026	39325	1.53912475249	3.61	1	0.001064	0.0024	0.001336
43725	49889	1.79763002937	4.5125	1	0.000383	4e-04	1.7e-05
34800	48734	2.74485810996	14.44	1	0.033586	0.012697	0.020889
31684	32192	5.29800457471	22.5625	1	0.006294	0.079698	0.073404
33904	47296	4.44886432482	15.3425	1	0.006776	0.004513	0.002263
33103	40235	0.814717405368	4.5125	1	0.003783	0.039235	0.035452
34728	40322	3.74419790672	14.44	1	0.004092	0.037555	0.033463
46026	47460	2.2314494791	7.22	1	0.012234	0.001603	0.010631
30987	35334	0.741125257932	3.61	1	0.001189	0.027184	0.025995
34145	37906	1.15133666402	2.7075	1	0.010265	0.000113	0.010152
35304	38542	1.74361065774	3.61	1	0.013519	0.001751	0.011768
38357	38463	1.46780145461	5.415	1	0.000939	0.007875	0.006936
32090	40195	1.23778810788	4.5125	1	0.011673	0.001557	0.010116
36615	49124	2.5393753191	11.7325	1	0.004635	0.039284	0.034649
30999	48444	9.18749468795	39.71	1	0.097209	0.010437	0.086772
43296	50143	3.64344314746	14.44	1	0.010725	0.013981	0.003256
45077	51452	5.45429690252	23.465	1	0.058104	0.008567	0.049537
32042	49573	10.9560739782	48.735	1	0.073019	0.028458	0.044561
40604	46738	5.21772725391	17.1475	1	0.020707	0.001808	0.018899
37667	40598	7.61625041659	37.0025	1	0.057476	0.017793	0.039683
35996	44557	2.12865531633	11.7325	1	0.009857	0.0384	0.028543
45161	45262	5.13816416703	19.855	1	0.010968	0.003343	0.007625
31658	42650	5.95226856831	23.465	1	0.003774	0.020462	0.016688
34062	44145	4.76208389254	22.5625	1	0.019835	0.01662	0.003215
34261	38542	1.46509701382	4.5125	1	0.017503	0.001751	0.015752
31617	31952	2.52100950778	7.22	1	0.000447	0.038115	0.037668
37290	37589	0	0	1	0.043232	0.000258	0.042974
38505	39172	2.25169310915	7.22	1	0.005807	0.002632	0.003175
32074	45368	1.39113757359	1.805	1	0.000757	5e-06	0.000752
46973	51255	1.44269504089	0.9025	1	0	0	0
36827	41495	2.84364800046	6.3175	1	0.000497	0.06182	0.061323
34948	50237	3.25020870846	12.635	1	0.088713	0.004467	0.084246
38396	45025	1.66504741202	3.61	1	0.096669	0.001021	0.095648
40156	41437	2.30000202309	9.025	1	0.005011	0.004206	0.000805
38859	40145	2.31840415144	11.7325	1	0.009216	0.026083	0.016867
32456	36941	0.670215897913	2.7075	1	0.000599	0.052542	0.051943
32989	39483	2.48240693566	9.9275	1	0.003457	0.011742	0.008285
40624	47696	6.69328364333	30.685	1	0.022828	0.042341	0.019513
39337	41231	1.90873331299	9.025	1	0.049035	0.006697	0.042338
32734	33577	3.28000635911	10.83	1	0.00114	0.004373	0.003233
45802	46303	5.10270817443	20.7575	1	0.018698	0.011731	0.006967
39525	51873	2.45080855497	9.025	1	0.036277	0.002469	0.033808
30999	37584	5.54723918872	27.9775	1	0.097209	0.012087	0.085122
41722	46704	3.92712946545	10.83	1	0.045337	0.001131	0.044206
45233	49613	4.26116194106	19.855	1	0.061854	0.011584	0.05027
38919	40766	4.72993591435	18.05	1	0.009295	0.033754	0.024459
45122	49241	2.76792612086	10.83	1	0.004844	0.002157	0.002687
31357	36730	1.93201998788	9.025	1	0.008713	0.007263	0.00145
39965	49758	3.25465945485	6.3175	1	0.002205	1.4e-05	0.002191
35306	37046	3.71317143924	17.1475	1	0.012382	0.007943	0.004439
37814	39530	9.75267400841	34.295	1	0.003431	0.005253	0.001822
34042	46714	7.13014967258	31.5875	1	0.018021	0.041172	0.023151
34572	41495	1.15777972234	6.3175	1	0.003552	0.06182	0.058268
32783	41271	37.8016941691	164.255	1	0.050909	0.148181	0.097272
49065	50587	5.41010640333	13.5375	1	0	0	0
32052	33229	4.3715933658	23.465	1	0.030474	0.022166	0.008308
33937	50879	7.71836603031	26.1725	1	0.001602	0.010182	0.00858
33911	35266	2.90142951498	9.9275	1	0.013458	0.001399	0.012059
35891	40573	2.22258269345	5.415	1	2e-04	0.000511	0.000311
34983	40714	7.91041907387	34.295	1	0.008916	0.0078	0.001116
36339	45523	3.85741396831	16.245	1	0.041915	0.007222	0.034693
44401	50241	1.89354183147	5.415	1	0.004257	0.002264	0.001993
32201	49185	4.64876175064	21.66	1	0.062408	0.009909	0.052499
47568	47670	9.65003127813	47.8325	1	0.06358	0.027055	0.036525
33585	38723	0.584801574579	1.805	1	2.8e-05	0.000363	0.000335
41361	49258	0.29120667622	0.9025	1	0.013455	0.00029	0.013165
43331	47007	4.40180326943	15.3425	1	0.002029	0.008847	0.006818
43431	51315	6.1864507534	18.05	1	0.000105	0.000105	0
47325	47413	2.96326440766	10.83	1	0.001608	0.017651	0.016043
44328	48755	3.08339005422	5.415	1	0	0	0
36745	41387	1.84535595833	4.5125	1	0.000581	0.00715	0.006569
33632	39682	1.83073885642	6.3175	1	0.06756	0.002428	0.065132
31743	40235	4.33544493121	18.9525	1	0.006854	0.039235	0.032381
31539	38670	2.10382827932	9.025	1	0.001657	0.009807	0.00815
31632	38901	0.294014103795	0.9025	1	0.000128	0.020816	0.020688
32274	33761	1.34760252069	5.415	1	0.000828	0.000267	0.000561
39646	42508	1.49539612266	2.7075	1	0.000204	3.9e-05	0.000165
42919	51352	6.06019917173	26.1725	1	0.05247	0.015604	0.036866
31567	35156	4.52784414387	17.1475	1	0.003729	0.009187	0.005458
36049	36089	3.13417203545	13.5375	1	0.004988	0.036843	0.031855
32508	48568	30.2809984138	138.985	1	0.078891	0.054405	0.024486
44545	51360	0.323515453149	0.9025	1	2.6e-05	0.000697	0.000671
32117	44659	5.06537633882	21.66	1	0.017616	0.01855	0.000934000000000001
33809	40049	3.57093032701	15.3425	1	0.055028	0.005858	0.04917
34764	40485	1.90952380762	4.5125	1	0.00016	0.002423	0.002263
34682	43408	16.5479117782	83.03	1	0.09494	0.034577	0.060363
40798	41057	27.6984869431	131.765	1	0.082023	0.059487	0.022536
48415	49272	2.86101987604	14.44	1	0.034184	0.007662	0.026522
44625	51369	3.26172373824	10.83	1	0.001228	0.004251	0.003023
34197	46386	3.308291005	13.5375	1	0.003055	0.009418	0.006363
31158	32503	6.2612711495	32.49	1	0.066344	0.017948	0.048396
37920	40651	0.285999667503	0.9025	1	0.000607	2.1e-05	0.000586
33732	38055	2.60000415804	11.7325	1	0.052926	0.003009	0.049917
31428	48570	6.84424578813	27.9775	1	0.010861	0.03988	0.029019
43350	48645	5.47013805816	27.9775	1	0.018598	0.052544	0.033946
36135	38086	2.50796125654	8.1225	1	0.002742	0.002408	0.000334
39495	48792	0.405018243605	1.805	1	0.004296	0.000186	0.00411
35375	37397	6.74548908048	31.5875	1	0.061588	0.016959	0.044629
33937	36774	7.65191173317	26.1725	1	0.001602	0.001602	0
48069	51391	2.64617289009	5.415	1	8e-06	8e-06	0
44722	45057	3.01284718162	10.83	1	0.019286	0.005297	0.013989
34792	47560	7.72031013768	35.1975	1	0.112376	0.013894	0.098482
45117	45239	2.42710159347	8.1225	1	0.001874	0.005754	0.00388
41495	43648	1.10428995744	1.805	1	0.06182	0.000538	0.061282
34948	41599	9.4868706287	46.0275	1	0.088713	0.018706	0.070007
44145	49013	3.60061354886	16.245	1	0.01662	0.007095	0.009525
34629	50273	3.14819612716	11.7325	1	0.002262	0.028129	0.025867
34059	46651	6.4359073355	22.5625	1	0.086046	0.001998	0.084048
42937	44280	16.8640039337	80.3225	1	0.105906	0.030883	0.075023
38116	38396	18.8024665515	83.9325	1	0.024564	0.096669	0.072105
34982	39016	2.54504740258	8.1225	1	0.000979	0.003136	0.002157
31746	38088	5.45952186012	21.66	1	0.00706	0.034512	0.027452
46094	46996	4.06542648683	18.9525	1	0.018058	0.026672	0.008614
37984	41124	0.423478700209	1.805	1	0.022775	0.001912	0.020863
40043	42469	0	0	1	0.000731	4e-06	0.000727
41057	48950	4.65348892251	21.66	1	0.059487	0.011605	0.047882
41271	48710	31.84035451	137.18	1	0.148181	0.035319	0.112862
47739	50143	5.36535307291	18.05	1	0.002101	0.013981	0.01188
44284	44358	5.6012695344	14.44	1	0	0	0
34854	38497	6.09772079536	31.5875	1	0.032986	0.027082	0.005904
33016	35726	2.22816381416	5.415	1	0.000202	0.005246	0.005044
33952	45944	13.0694938162	63.175	1	0.042543	0.041561	0.000981999999999997
44804	46539	2.71604458537	12.635	1	0.007176	0.013944	0.006768
31124	39517	2.17732653271	8.1225	1	0.005704	0.00193	0.003774
30999	31146	4.88177736222	21.66	1	0.097209	0.00749	0.089719
31330	41883	2.64524228685	11.7325	1	0.01506	0.003112	0.011948
34948	44511	14.6171127057	67.6875	1	0.088713	0.030139	0.058574
35840	38011	1.40815329283	6.3175	1	0.002049	0.003797	0.001748
31251	32783	4.4245729474	20.7575	1	0.012265	0.050909	0.038644
35375	36777	6.1543594989	31.5875	1	0.061588	0.01412	0.047468
38944	40438	0.910239226627	0.9025	1	7.3e-05	1.2e-05	6.1e-05
32685	42294	1.29825241139	3.61	1	0.003581	0.005555	0.001974
35649	41875	0	0	1	0.000562	0.029734	0.029172
33770	34682	35.8555746255	162.45	1	0.059754	0.09494	0.035186
45274	50159	2.67111903483	6.3175	1	0.011676	0.000813	0.010863
33229	50246	6.58697245713	28.88	1	0.022166	0.012063	0.010103
34715	36087	1.12509729152	3.61	1	0.000652	0.002927	0.002275
36832	46387	3.31707101254	16.245	1	0.04527	0.007043	0.038227
31270	31857	8.33763809181	41.515	1	0.043518	0.033911	0.009607
43373	51278	5.67503155138	20.7575	1	0.004044	0.014848	0.010804
38024	49597	2.16404256133	2.7075	1	0	0	0
33494	33646	2.88082255926	14.44	1	0.006415	0.086346	0.079931
33522	35594	1.44269504089	0.9025	1	0	0	0
48482	51256	6.79382451612	18.9525	1	0	0	0
41495	48288	2.08202676535	5.415	1	0.06182	0.000504	0.061316
46871	49139	2.06637247595	9.9275	1	0.00378	0.08058	0.0768
35894	39614	1.4496645048	4.5125	1	0.000398	0.008622	0.008224
31330	39016	2.52528965465	10.83	1	0.01506	0.003136	0.011924
33439	35620	0.199575491191	0.9025	1	0.002223	0.001389	0.000834
33589	44511	2.61185567542	9.025	1	0.001814	0.030139	0.028325
37652	43274	7.09565129106	25.27	1	0.023478	0.003133	0.020345
34956	38824	2.46474604142	9.025	1	0.001565	0.001364	0.000201
40901	46552	2.04283863909	10.83	1	0.059056	0.006044	0.053012
42229	44153	0.558110626551	0.9025	1	0.006102	4.2e-05	0.00606
46758	50314	3.67015504748	12.635	1	0.002394	0.002394	0
38674	48853	4.747543455	14.44	1	0.01796	0.00061	0.01735
37508	40040	1.53964272277	7.22	1	0.007534	0.012565	0.005031
33700	38704	5.87920101084	16.245	1	0.014993	0.008919	0.006074
34679	41913	2.6395920804	9.9275	1	0.000668	0.0099	0.009232
34696	37020	5.00038344618	23.465	1	0.036496	0.014465	0.022031
37999	45267	1.62055182612	6.3175	1	0.012797	0.004404	0.008393
45027	50617	3.49079728632	15.3425	1	0.062019	0.005771	0.056248
47948	48568	5.28617737111	18.9525	1	0.003115	0.054405	0.05129
31567	40315	1.7140466218	6.3175	1	0.003729	0.001302	0.002427
36691	43413	2.30943338038	10.83	1	0.027296	0.010245	0.017051
38396	49635	3.17874234625	9.025	1	0.096669	0.001397	0.095272
34064	34910	2.55198479805	8.1225	1	0.00247	0.003667	0.001197
32296	33267	3.60355584753	14.44	1	0.001604	0.007746	0.006142
34323	37203	2.22007825032	7.22	1	0.003972	0.000306	0.003666
33236	48220	8.7412367376	38.8075	1	0.019018	0.025614	0.006596
32199	47363	2.42248759081	6.3175	1	0.004156	0.004278	0.000122
38656	41355	13.8797580559	70.395	1	0.056406	0.043096	0.01331
33624	39662	13.2489208648	55.0525	1	0.025365	0.019004	0.006361
36926	40490	2.98502900265	13.5375	1	0.086816	0.004425	0.082391
31429	44549	2.47740642695	7.22	1	0.011691	0.000721	0.01097
44579	51791	3.87442972082	14.44	1	0.007929	0.007219	0.000710000000000001
35143	35603	2.15259564698	6.3175	1	0.004905	0.000968	0.003937
38228	49722	7.65191173317	26.1725	1	0.001602	0.001602	0
34536	42438	2.57562233871	10.83	1	0.002098	0.011083	0.008985
34927	35985	2.73071999528	9.9275	1	0.001937	0.00129	0.000647
35513	46969	18.0569088137	87.5425	1	0.100178	0.035127	0.065051
48220	48568	14.4533118282	63.175	1	0.025614	0.054405	0.028791
44622	45094	2.80985083772	6.3175	1	5.3e-05	5.3e-05	0
36515	42427	1.75050726904	5.415	1	0.006135	0.000309	0.005826
33574	37444	1.35940688961	5.415	1	0.004106	0.030563	0.026457
34792	42937	70.8326254878	311.3625	1	0.112376	0.105906	0.00647
31345	38848	2.07799990069	8.1225	1	0.002142	0.002142	0
46622	48907	4.60098289278	15.3425	1	0.00166	0.001993	0.000333
43549	47539	0.84630617799	4.5125	1	0.002318	0.002318	0
45562	46958	5.64268807098	20.7575	1	0.003891	0.004351	0.00046
38571	41992	2.11133382635	5.415	1	0.000792	0.008666	0.007874
46809	49156	5.18820936365	16.245	1	0.002933	0.003274	0.000341
33657	38474	2.4818195678	8.1225	1	0.004111	0.002998	0.001113
34063	39375	4.54924236751	22.5625	1	0.017866	0.054789	0.036923
36457	37827	3.5462053019	15.3425	1	0.058743	0.004981	0.053762
34696	46100	7.87843809399	34.295	1	0.036496	0.01793	0.018566
47786	49436	4.35810424451	9.9275	1	1e-06	1e-06	0
33528	44292	7.51729613542	27.9775	1	0.042992	0.007813	0.035179
35386	39770	2.07839816494	6.3175	1	0.000691	0.019358	0.018667
33039	35833	4.59383021217	13.5375	1	0.00013	0.001367	0.001237
34054	36843	5.91754020036	20.7575	1	0.017803	0.006889	0.010914
44557	47771	2.73715057158	11.7325	1	0.0384	0.003859	0.034541
46996	47896	1.05010239865	4.5125	1	0.026672	0.002753	0.023919
39814	46094	9.18783056712	41.515	1	0.081581	0.018058	0.063523
31899	40718	1.12265484386	3.61	1	0.001066	0.00325	0.002184
34837	45709	14.1026691078	64.0775	1	0.070525	0.031679	0.038846
31026	50931	0.448148795332	1.805	1	0.000559	0.000559	0
47400	49175	2.80378592424	5.415	1	0.003136	2.3e-05	0.003113
43482	49958	2.2803728728	4.5125	1	0.00043	5.6e-05	0.000374
46969	47964	3.47459683135	16.245	1	0.035127	0.011226	0.023901
45728	49907	9.92421076093	44.2225	1	0.028768	0.03402	0.005252
40359	40462	3.10518371809	14.44	1	0.005866	0.091747	0.085881
42937	51752	10.1872127054	32.49	1	0.105906	0.003278	0.102628
33107	41271	7.70661035983	33.3925	1	0.010449	0.148181	0.137732
36986	37667	0.2316161559	0.9025	1	0.000414	0.057476	0.057062
36926	45448	3.06922884385	12.635	1	0.086816	0.004526	0.08229
31926	31927	1.25621548289	1.805	1	3e-06	3e-06	0
38044	39525	2.16761070479	11.7325	1	0.010341	0.036277	0.025936
31808	34543	1.61264441277	5.415	1	0.002188	0.017568	0.01538
34432	35107	3.32707890719	9.9275	1	0.00073	0.000243	0.000487
36765	37232	4.4025923455	20.7575	1	0.010527	0.088255	0.077728
34696	45107	8.16475123446	27.9775	1	0.036496	0.005036	0.03146
40107	43591	5.41619324383	23.465	1	0.075033	0.010828	0.064205
51116	51740	2.45919239718	8.1225	1	0.000765	0.000765	0
