"investors"	"companies"	"time"
39261	12564	"2007-11"
39261	12366	"2009-11"
39261	4288	"2009-05"
39261	15232	"2011-02"
39262	18836	"2010-09"
39263	4067	"2005-12"
39263	23001	"2006-05"
39264	6547	"2014-03"
39265	6441	"2007-03"
39266	23002	"2007-02"
39267	1763	"2009-03"
39267	1763	"2013-09"
39268	2824	"2009-11"
39268	2824	"2007-04"
39268	4204	"2009-05"
39268	4204	"2006-06"
39269	23003	"2012-10"
39269	23004	"2012-10"
39269	23005	"2013-10"
39269	23006	"2012-10"
39269	324	"2012-01"
39269	23007	"2011-09"
39269	23008	"2012-01"
39269	407	"2012-01"
39269	17456	"2012-10"
39269	14828	"2013-07"
39269	23009	"2011-09"
39269	23010	"2012-01"
39269	23011	"2013-10"
39269	5120	"2010-08"
39269	23012	"2013-10"
39269	23013	"2013-10"
39269	23014	"2012-10"
39269	23015	"2013-10"
39269	23016	"2013-10"
39269	732	"2012-01"
39269	23017	"2012-01"
39269	22654	"2012-10"
39269	3577	"2012-10"
39270	17496	"2012-05"
39270	23018	"2014-06"
39271	5868	"2012-06"
39271	23019	"2013-01"
39271	638	"2013-03"
39271	8175	"2012-09"
39271	9897	"2012-11"
39271	12079	"2012-08"
39272	23020	"2012-10"
39273	9837	"2009-02"
39274	8370	"2013-07"
39275	16223	"2011-08"
39276	13640	"2009-08"
39277	23021	"2007-08"
39277	15179	"2007-08"
39277	14911	"2008-03"
39277	19921	"2012-08"
39277	19922	"2012-08"
39277	3636	"2008-01"
39277	13892	"2006-06"
39277	2693	"2010-07"
39277	4056	"2010-07"
39277	23022	"2007-06"
39277	20621	"2008-05"
39277	15202	"2008-01"
39277	23023	"2008-11"
39277	23024	"2009-01"
39277	1474	"2008-09"
39277	14906	"2008-09"
39278	7780	"2005-04"
39278	23025	"2005-01"
39278	10438	"2007-04"
39278	10438	"2009-10"
39278	5668	"2005-09"
39278	5668	"2006-04"
39278	15878	"2006-02"
39278	20603	"2008-10"
39278	10442	"2008-06"
39278	16659	"2001-02"
39278	20619	"2005-03"
39278	12782	"2010-04"
39278	12782	"2008-08"
39278	12782	"2011-07"
39278	12782	"2014-03"
39278	9396	"2011-09"
39278	9396	"2008-11"
39278	6532	"2005-09"
39278	6532	"2011-01"
39279	12005	"2013-02"
39280	8740	"2013-09"
39280	23026	"2014-09"
39281	1667	"2014-04"
39282	21386	"2014-08"
39283	957	"2013-02"
39283	5614	"2014-06"
39284	2335	"2012-09"
39284	2335	"2013-01"
39284	23027	"2014-07"
39284	21993	"2014-04"
39285	7614	"2013-06"
39286	9154	"2014-06"
39287	12123	"2011-10"
39288	23028	"2013-12"
39288	1243	"2008-11"
39288	23029	"2012-12"
39288	9553	"2008-09"
39288	11874	"2011-02"
39288	8501	"2008-07"
39288	4130	"2007-12"
39288	6718	"2006-02"
39288	6718	"2006-11"
39288	5670	"2011-06"
39288	22624	"2012-08"
39288	22624	"2013-01"
39288	1285	"2008-07"
39288	16704	"2007-07"
39288	20045	"2008-04"
39288	15888	"2007-01"
39288	1322	"2010-04"
39288	6962	"2007-09"
39288	3644	"2013-11"
39288	11989	"2011-05"
39288	2582	"2011-05"
39288	968	"2008-10"
39288	968	"2011-05"
39288	968	"2012-10"
39288	968	"2012-04"
39288	2694	"2013-02"
39288	2694	"2012-07"
39288	4594	"2009-10"
39288	4594	"2011-01"
39288	11781	"2010-08"
39288	11781	"2012-06"
39288	14187	"2013-09"
39288	18672	"2010-05"
39288	18672	"2011-03"
39288	18672	"2014-05"
39288	5298	"2006-09"
39288	5298	"2005-12"
39288	6233	"2010-12"
39288	4538	"2008-01"
39288	4538	"2006-01"
39288	3503	"2009-12"
39288	3503	"2011-06"
39288	3503	"2008-02"
39288	3503	"2012-05"
39288	9224	"2013-05"
39288	1016	"2013-06"
39288	1016	"2012-07"
39288	1761	"2009-11"
39288	1761	"2009-11"
39288	5022	"2008-05"
39288	5022	"2006-11"
39289	23030	"2010-09"
39290	19616	"2014-09"
39291	4443	"2004-07"
39292	23031	"2007-12"
39293	23032	"2014-01"
39293	9124	"2007-11"
39294	9653	"2013-09"
39295	21539	"2012-02"
39295	9282	"2014-06"
39296	6272	"2010-10"
39296	1157	"2006-07"
39297	23033	"2011-11"
39298	13628	"2013-07"
39299	23034	"2013-03"
39300	17536	"2011-12"
39300	11985	"2013-10"
39300	2277	"2011-10"
39300	2277	"2011-03"
39300	15238	"2006-04"
39300	9992	"2005-05"
39300	5438	"2013-06"
39300	23035	"2006-03"
39300	1254	"2007-01"
39300	15873	"2012-04"
39300	15873	"2008-02"
39300	15873	"2009-05"
39300	15873	"2007-05"
39300	15873	"2010-10"
39300	19896	"2006-12"
39300	4383	"2006-07"
39300	23036	"2013-08"
39300	23037	"2013-08"
39300	23038	"2012-11"
39300	4563	"2009-05"
39300	3081	"2008-01"
39300	8020	"2005-10"
39300	8020	"2006-08"
39300	13223	"2007-07"
39300	10482	"2007-05"
39300	7727	"2006-09"
39300	7727	"2008-02"
39300	23039	"2011-01"
39300	9138	"2007-02"
39300	9138	"2008-02"
39300	11738	"2005-05"
39300	11738	"2006-06"
39300	15244	"2008-04"
39300	9139	"2005-02"
39300	9139	"2008-04"
39300	9099	"2013-09"
39300	9099	"2011-07"
39300	9839	"2007-03"
39300	9839	"2012-09"
39300	9839	"2010-11"
39300	20042	"2007-07"
39300	20042	"2005-03"
39300	10792	"2010-09"
39300	6175	"2007-08"
39300	9391	"2006-08"
39300	8374	"2008-08"
39300	22094	"2011-05"
39300	22094	"2007-08"
39300	22094	"2009-04"
39300	22094	"2006-03"
39300	20047	"2012-01"
39300	20047	"2007-05"
39300	20047	"2009-08"
39300	20747	"2008-03"
39300	20747	"2007-01"
39300	8266	"2012-11"
39300	8266	"2010-07"
39300	135	"2013-12"
39300	13704	"2013-02"
39300	8807	"2010-11"
39300	8807	"2012-11"
39300	15811	"2014-04"
39300	15468	"2012-06"
39300	15468	"2011-05"
39300	8882	"2014-02"
39300	8882	"2011-07"
39300	6746	"2010-07"
39300	6746	"2013-11"
39300	9162	"2005-07"
39300	9162	"2007-12"
39300	1006	"2014-05"
39300	10483	"2012-05"
39300	10483	"1999-08"
39300	10483	"2000-12"
39300	5410	"2011-12"
39300	10484	"1999-01"
39300	10484	"2002-04"
39300	14023	"2012-03"
39300	14023	"2013-04"
39300	5780	"2005-06"
39300	2613	"2005-04"
39300	8413	"2011-01"
39300	4550	"2008-03"
39300	4550	"2006-03"
39300	4550	"2009-06"
39300	4550	"2011-10"
39300	23040	"2008-11"
39300	23041	"2011-03"
39300	23041	"2009-05"
39300	23041	"2008-02"
39300	1119	"2011-09"
39300	9864	"2010-11"
39300	9864	"2008-04"
39300	1963	"2012-07"
39300	23042	"2012-12"
39300	1447	"2001-12"
39300	1447	"2005-10"
39300	1447	"2007-11"
39300	23043	"2013-02"
39300	9170	"2013-08"
39300	9170	"2008-09"
39300	9170	"2006-03"
39300	9170	"2005-08"
39300	9170	"2004-02"
39300	9170	"2003-09"
39300	13705	"2008-02"
39300	7644	"2005-11"
39300	4566	"2007-03"
39300	9969	"2008-09"
39300	5206	"2009-09"
39300	15128	"2005-02"
39300	15395	"2009-11"
39300	9706	"2008-10"
39300	13707	"2005-10"
39300	13127	"2014-03"
39300	12101	"2014-09"
39300	5207	"2009-06"
39300	5207	"2011-05"
39300	5207	"2014-09"
39300	2316	"2013-08"
39300	20886	"2009-12"
39300	20886	"2011-05"
39300	20886	"2013-09"
39300	1553	"2009-01"
39300	1553	"2006-05"
39301	8459	"2013-01"
39301	23044	"2012-12"
39301	8619	"2013-04"
39301	8619	"2014-05"
39301	12136	"2013-03"
39301	16855	"2011-12"
39301	16855	"2010-10"
39301	6829	"2014-09"
39301	12155	"2014-07"
39302	17377	"2009-01"
39302	7059	"2013-08"
39302	23045	"2008-03"
39302	16185	"2010-10"
39303	16185	"2008-06"
39304	12674	"2011-07"
39304	7791	"2014-07"
39304	9178	"2014-08"
39304	9178	"2012-04"
39304	17906	"2011-03"
39305	17888	"2009-01"
39306	6612	"2013-12"
39306	23046	"2012-06"
39306	1634	"2013-09"
39306	23047	"2006-12"
39306	23048	"2009-02"
39306	23049	"2007-11"
39306	7297	"2006-03"
39306	7297	"2006-02"
39306	7297	"2007-04"
39306	6618	"2010-03"
39306	12675	"2009-09"
39306	17873	"2009-12"
39306	17875	"2010-11"
39306	23050	"2006-12"
39306	23050	"2008-04"
39306	23051	"2006-10"
39306	23051	"2006-10"
39306	23051	"2006-03"
39306	23051	"2005-09"
39306	23052	"2006-04"
39306	6633	"2006-10"
39306	23053	"2007-05"
39306	23054	"2007-11"
39306	23054	"2006-03"
39306	4396	"2011-04"
39306	4396	"2008-01"
39306	4396	"2014-06"
39306	7790	"2007-11"
39306	7790	"2013-10"
39306	7790	"2011-01"
39306	7790	"2009-07"
39306	17882	"2013-10"
39306	23055	"2007-12"
39306	23056	"2007-05"
39307	23057	"2013-07"
39308	12944	"2012-08"
39308	12944	"2014-07"
39309	14357	"2009-10"
39310	3444	"1999-09"
39311	6062	"2011-09"
39311	6062	"2010-08"
39311	13944	"2012-07"
39311	14171	"2013-03"
39311	8107	"2011-12"
39311	604	"2011-10"
39311	604	"2013-07"
39311	23058	"2013-06"
39311	9937	"2013-03"
39311	9958	"2013-11"
39311	1649	"2012-03"
39311	20215	"2010-07"
39311	14195	"2010-03"
39311	23059	"2014-07"
39312	23060	"2013-08"
39313	23061	"2013-10"
39313	23062	"2013-05"
39313	9599	"2013-09"
39313	18512	"2013-10"
39313	23063	"2014-08"
39313	23063	"2013-09"
39313	18513	"2014-06"
39313	18514	"2013-09"
39313	23064	"2013-02"
39314	21539	"2012-02"
39315	420	"2012-09"
39316	11583	"2013-05"
39317	4228	"2011-03"
39317	563	"2011-11"
39317	7172	"2009-06"
39317	1422	"2010-10"
39317	1422	"2010-01"
39317	1543	"2011-07"
39317	1543	"2009-08"
39318	10354	"2008-08"
39319	13236	"2011-06"
39319	23065	"2012-02"
39319	18558	"2013-12"
39320	4127	"2008-11"
39321	23066	"2013-11"
39322	23067	"2009-04"
39322	23068	"2008-07"
39323	15248	"2012-07"
39324	23069	"2011-01"
39325	4180	"2006-08"
39325	23070	"2005-06"
39325	5585	"2006-08"
39325	5585	"2004-07"
39325	5780	"2005-06"
39326	17129	"2010-08"
39326	9669	"2011-09"
39327	23071	"2012-02"
39328	23072	"2010-03"
39329	19315	"2013-02"
39329	10121	"2013-11"
39329	22880	"2014-02"
39329	19396	"2013-03"
39329	19396	"2014-09"
39329	5426	"2013-12"
39329	5866	"2013-11"
39329	13202	"2014-07"
39329	13202	"2013-02"
39329	19409	"2014-01"
39330	8216	"2009-09"
39330	8216	"2010-04"
39330	23073	"2007-03"
39331	14424	"2014-02"
39332	2335	"2011-10"
39332	2335	"2013-01"
39332	13774	"2011-07"
39332	23074	"2012-03"
39333	11126	"2012-04"
39334	5783	"2014-09"
39335	20219	"2007-11"
39335	11260	"2005-06"
39335	15849	"2010-05"
39335	16024	"2011-03"
39335	6855	"2011-06"
39335	11555	"2011-03"
39335	23075	"2009-10"
39335	9764	"2005-11"
39335	9194	"2013-06"
39335	23076	"2012-01"
39335	17227	"2013-06"
39335	4059	"2013-06"
39335	13186	"2013-07"
39335	23077	"2013-05"
39336	7790	"2013-10"
39336	17882	"2013-10"
39337	23078	"2012-09"
39337	23079	"2013-10"
39337	23080	"2012-07"
39337	23081	"2013-10"
39337	23082	"2013-10"
39337	23083	"2013-10"
39337	23084	"2013-01"
39337	23085	"2013-01"
39337	23086	"2013-03"
39337	23087	"2013-09"
39337	23088	"2013-01"
39337	23089	"2013-01"
39337	23090	"2012-08"
39337	23091	"2013-10"
39337	23092	"2013-09"
39337	23093	"2012-08"
39337	23094	"2013-01"
39337	2973	"2011-10"
39337	23095	"2012-01"
39337	23096	"2014-01"
39337	23097	"2013-01"
39337	360	"2013-10"
39337	23098	"2012-01"
39337	9054	"2012-10"
39337	14569	"2011-06"
39337	6707	"2012-03"
39337	20811	"2011-08"
39337	10731	"2013-09"
39337	10731	"2011-11"
39337	10731	"2012-10"
39337	23099	"2012-04"
39337	3499	"2009-05"
39337	16747	"2009-10"
39337	1271	"2009-09"
39337	1022	"2014-03"
39337	23100	"2012-09"
39337	23101	"2013-01"
39337	3078	"2010-01"
39337	3483	"2009-03"
39337	1283	"2005-07"
39337	23102	"2012-06"
39337	23103	"2011-12"
39337	23104	"2013-01"
39337	23105	"2013-07"
39337	23106	"2011-08"
39337	1922	"2009-08"
39337	1922	"2008-12"
39337	3421	"2013-01"
39337	20046	"2012-08"
39337	23107	"2014-01"
39337	23108	"2012-07"
39337	23109	"2014-01"
39337	23110	"2014-01"
39337	23111	"2014-01"
39337	8436	"2012-06"
39337	23112	"2013-11"
39337	891	"2013-04"
39337	23113	"2011-10"
39337	446	"2013-02"
39337	21813	"2009-03"
39337	3487	"2007-11"
39337	23114	"2013-12"
39337	23114	"2006-10"
39337	3380	"2013-01"
39337	23115	"2014-06"
39337	23116	"2014-06"
39337	23117	"2014-06"
39337	131	"2013-12"
39337	23118	"2011-12"
39337	11600	"2012-01"
39337	18330	"2013-11"
39337	23119	"2013-02"
39337	17758	"2012-07"
39337	15774	"2013-07"
39337	23120	"2013-01"
39337	23121	"2013-01"
39337	23122	"2012-10"
39337	23123	"2013-05"
39337	23124	"2013-01"
39337	23125	"2012-01"
39337	23126	"2013-03"
39337	23127	"2013-01"
39337	5114	"2013-08"
39337	5114	"2012-01"
39337	1640	"2009-08"
39337	562	"2014-09"
39337	23128	"2014-01"
39337	582	"2013-09"
39337	23129	"2013-08"
39337	10985	"2013-12"
39337	18580	"2014-01"
39337	23130	"2014-01"
39337	8749	"2013-09"
39337	3384	"2013-06"
39337	605	"2013-01"
39337	607	"2014-01"
39337	23131	"2012-08"
39337	23132	"2013-01"
39337	14931	"2013-05"
39337	23133	"2014-01"
39337	12038	"2012-04"
39337	21470	"2013-07"
39337	15427	"2013-01"
39337	23134	"2013-08"
39337	23135	"2012-02"
39337	3496	"2009-05"
39337	23136	"2012-01"
39337	23137	"2014-06"
39337	23138	"2014-06"
39337	23139	"2014-06"
39337	23140	"2014-06"
39337	23141	"2014-06"
39337	23142	"2014-06"
39337	4772	"2014-01"
39337	23143	"2014-06"
39337	23144	"2014-06"
39337	23145	"2013-05"
39337	23146	"2014-06"
39337	23147	"2014-06"
39337	23148	"2014-06"
39337	23149	"2014-06"
39337	8753	"2012-07"
39337	13466	"2013-10"
39337	23150	"2014-01"
39337	19372	"2010-11"
39337	23151	"2014-01"
39337	23152	"2011-06"
39337	23152	"2012-03"
39337	23153	"2014-01"
39337	23154	"2014-06"
39337	3700	"2010-11"
39337	682	"2012-09"
39337	8758	"2010-04"
39337	23155	"2014-01"
39337	23156	"2014-01"
39337	17484	"2012-02"
39337	11608	"2012-03"
39337	7283	"2013-09"
39337	23157	"2014-01"
39337	13716	"2014-01"
39337	23158	"2014-01"
39337	9977	"2013-11"
39337	23159	"2014-04"
39337	13617	"2013-03"
39337	23160	"2014-06"
39337	22541	"2014-01"
39337	731	"2012-11"
39337	23161	"2014-01"
39337	23162	"2014-01"
39337	23163	"2012-01"
39337	14601	"2012-02"
39337	14313	"2012-05"
39337	8832	"2012-12"
39337	23164	"2014-06"
39337	20816	"2013-06"
39337	3951	"2012-03"
39337	772	"2010-04"
39337	1222	"2011-04"
39337	23165	"2013-01"
39337	3507	"2012-04"
39337	1498	"2013-09"
39337	23166	"2013-11"
39337	23167	"2012-08"
39337	2514	"2014-06"
39337	11253	"2014-06"
39337	23168	"2014-06"
39337	810	"2010-11"
39337	3508	"2008-03"
39337	23169	"2014-06"
39337	3509	"2007-03"
39337	23170	"2014-01"
39337	11863	"2012-07"
39337	11863	"2013-09"
39337	23171	"2014-06"
39337	19681	"2014-03"
39337	23172	"2014-06"
39337	3778	"2012-12"
39338	3037	"2014-01"
39339	23173	"2013-06"
39339	23174	"2013-01"
39339	23175	"2014-01"
39339	23176	"2013-06"
39339	23177	"2013-06"
39339	23178	"2012-11"
39339	23179	"2012-11"
39339	23180	"2013-06"
39339	23181	"2014-01"
39339	23182	"2013-03"
39339	9818	"2012-11"
39339	23183	"2014-01"
39339	23184	"2013-06"
39339	23185	"2013-06"
39339	23186	"2012-11"
39339	23187	"2013-01"
39339	17013	"2013-09"
39340	131	"2014-05"
39340	21572	"2011-03"
39340	23188	"2014-03"
39340	582	"2013-08"
39340	5967	"2014-05"
39341	20818	"2012-03"
39342	8112	"2014-09"
39342	3566	"2013-04"
39342	4024	"2014-08"
39342	3371	"2013-10"
39342	12220	"2013-05"
39342	851	"2013-05"
39343	8153	"2014-09"
39344	13752	"2011-12"
39344	15425	"2014-02"
39344	2546	"2013-01"
39344	134	"2013-03"
39344	135	"2013-12"
39344	135	"2013-07"
39344	5631	"2013-07"
39344	23189	"2013-01"
39344	141	"2013-07"
39344	20102	"2011-12"
39344	20102	"2012-11"
39344	4860	"2011-08"
39344	139	"2011-04"
39344	139	"2012-10"
39344	139	"2014-01"
39344	13754	"2013-01"
39344	13410	"2012-10"
39345	2633	"2013-10"
39346	9962	"2013-01"
39347	1804	"2007-01"
39348	23190	"2013-04"
39348	23191	"2011-03"
39348	15678	"2007-07"
39348	6844	"2009-01"
39349	23192	"2014-04"
39349	3373	"2013-12"
39349	3373	"2013-01"
39349	3373	"2014-08"
39350	14411	"2011-12"
39351	5985	"2013-12"
39352	23193	"2006-07"
39353	23194	"2011-05"
39354	2207	"2014-09"
39354	2207	"2012-12"
39354	2207	"2013-11"
39355	9052	"2013-10"
39355	5639	"2010-09"
39355	7320	"2011-12"
39355	7244	"2013-03"
39356	23195	"2014-09"
39356	23196	"2013-12"
39356	4725	"2014-07"
39356	5940	"2012-07"
39357	15402	"2005-09"
39358	23197	"2014-08"
39359	10597	"2011-05"
39359	10597	"2008-01"
39360	10483	"2000-12"
39360	3530	"2000-02"
39360	15221	"2014-07"
39361	15221	"2014-07"
39362	15238	"2006-04"
39362	1254	"2007-01"
39362	8020	"2006-08"
39362	13223	"2007-07"
39362	11738	"2005-05"
39362	11738	"2006-06"
39362	9139	"2005-02"
39362	23198	"2005-08"
39362	3530	"2000-02"
39362	3530	"2002-02"
39362	3530	"1998-09"
39363	2216	"2014-01"
39364	4832	"2011-07"
39364	15470	"2011-04"
39364	1697	"2014-08"
39364	1697	"2013-11"
39364	23199	"2011-04"
39364	23200	"2013-04"
39364	7419	"2014-06"
39365	16197	"2013-11"
39365	10061	"2012-04"
39365	6529	"2013-10"
39365	4169	"2014-07"
39366	7780	"2005-04"
39366	8005	"2008-03"
39366	8005	"2009-06"
39366	8005	"2010-07"
39366	8005	"2010-12"
39366	8005	"2007-05"
39366	9020	"2011-02"
39366	17218	"2008-02"
39366	23201	"2009-07"
39366	4099	"2009-01"
39366	4099	"2013-11"
39366	4099	"2013-12"
39366	4099	"2011-04"
39366	6944	"2003-01"
39366	15887	"2007-01"
39366	4716	"2006-10"
39366	9208	"2007-06"
39366	11615	"2013-08"
39366	10620	"2014-05"
39366	4589	"2005-10"
39366	23202	"2011-11"
39366	9966	"2014-06"
39366	9966	"2010-10"
39366	10423	"2013-04"
39366	1358	"2013-05"
39366	2095	"2014-05"
39366	2095	"2012-05"
39366	2095	"2011-06"
39366	3833	"2014-06"
39366	11616	"2013-01"
39366	4624	"2008-04"
39366	22670	"2011-05"
39366	21880	"2013-11"
39366	1054	"2010-07"
39366	1054	"2010-09"
39366	1054	"2011-09"
39366	1186	"2007-08"
39366	8032	"2013-12"
39366	6277	"2009-05"
39366	6277	"2013-03"
39366	6277	"2010-03"
39366	8234	"2013-11"
39366	6025	"2014-09"
39367	6342	"2014-01"
39367	5790	"2013-06"
39367	16424	"2013-06"
39367	23203	"2012-02"
39367	434	"2012-01"
39367	19301	"2011-10"
39367	12556	"2010-11"
39367	497	"2013-06"
39367	23204	"2013-05"
39367	23204	"2011-08"
39367	23204	"2012-05"
39367	23205	"2011-12"
39367	23206	"2012-05"
39367	19423	"2011-11"
39367	2544	"2014-03"
39367	6740	"2011-08"
39367	10522	"2014-02"
39367	7816	"2014-06"
39367	7816	"2012-12"
39367	7816	"2013-04"
39367	7816	"2012-06"
39367	23044	"2012-12"
39367	19436	"2013-02"
39367	1882	"2014-03"
39367	1882	"2012-01"
39367	661	"2011-07"
39367	6410	"2010-12"
39367	23207	"2014-01"
39367	16855	"2010-10"
39367	7552	"2013-06"
39367	750	"2011-12"
39367	20988	"2012-08"
39367	20988	"2011-09"
39367	20988	"2014-09"
39367	10528	"2013-09"
39367	10528	"2014-09"
39367	766	"2011-01"
39367	800	"2013-10"
39367	7822	"2009-01"
39367	7822	"2010-03"
39367	7823	"2013-01"
39367	7823	"2014-06"
39367	4801	"2010-09"
39367	23208	"2012-09"
39367	23209	"2014-08"
39367	819	"2014-10"
39367	23210	"2014-10"
39367	7912	"2014-10"
39367	3281	"2013-03"
39367	867	"2013-03"
39368	21915	"2011-10"
39368	21915	"2008-11"
39369	23211	"2014-06"
39369	3415	"2014-07"
39369	4834	"2014-08"
39370	13350	"2014-06"
39371	23212	"2009-01"
39372	5995	"2008-08"
39373	12747	"2014-04"
39374	3038	"2012-07"
39374	3038	"2011-10"
39375	23213	"2014-04"
39375	351	"2010-10"
39375	16986	"2005-04"
39375	2675	"2011-07"
39375	18241	"2012-02"
39375	12386	"2005-02"
39375	18242	"2010-03"
39375	18242	"2010-05"
39375	18242	"2011-10"
39375	20864	"2006-02"
39375	15167	"2006-11"
39375	22089	"2006-02"
39375	23214	"2009-07"
39375	23215	"2002-04"
39375	1150	"2012-07"
39375	1150	"2006-10"
39375	14247	"2013-11"
39375	9081	"2006-03"
39375	6930	"2004-12"
39375	6930	"2005-03"
39375	14248	"2005-08"
39375	14248	"2008-01"
39375	14248	"2009-08"
39375	4262	"2013-10"
39375	21732	"2011-02"
39375	21732	"2013-09"
39375	22636	"2013-10"
39375	13982	"2013-03"
39375	10915	"2005-04"
39375	1721	"2008-10"
39375	3094	"2010-07"
39375	3094	"2008-03"
39375	16810	"2009-05"
39375	14249	"2009-05"
39375	14250	"2013-03"
39375	14250	"2011-04"
39375	14250	"2009-06"
39375	10684	"2006-04"
39375	10684	"2008-12"
39375	23216	"2006-08"
39375	14609	"2011-03"
39375	14609	"2007-01"
39375	12771	"2006-05"
39375	12771	"2012-03"
39375	6290	"2006-01"
39375	21074	"2006-09"
39375	11012	"2010-10"
39375	11973	"2011-02"
39375	18968	"2010-01"
39375	16649	"2007-03"
39375	16649	"2009-05"
39375	23217	"2008-09"
39375	23218	"2009-10"
39375	23218	"2008-06"
39375	13801	"2007-11"
39375	12541	"2000-04"
39375	12541	"2001-09"
39375	12541	"1999-03"
39375	9111	"2008-01"
39375	10407	"2008-06"
39375	8	"2013-04"
39375	19864	"2008-08"
39375	19864	"2013-02"
39375	4269	"2013-04"
39375	9841	"2006-11"
39375	9841	"2004-12"
39375	9841	"2010-04"
39375	9841	"2007-10"
39375	2083	"2010-06"
39375	2083	"2006-08"
39375	18260	"2008-08"
39375	15928	"2006-07"
39375	15928	"2008-01"
39375	7392	"2005-09"
39375	7392	"2007-05"
39375	12183	"2009-12"
39375	12183	"2012-02"
39375	14166	"2010-03"
39375	14166	"2010-05"
39375	4370	"2005-10"
39375	23219	"2010-02"
39375	23220	"2010-01"
39375	10706	"2007-10"
39375	10706	"2005-04"
39375	10706	"2006-10"
39375	3629	"2010-04"
39375	3629	"2011-05"
39375	3629	"2009-11"
39375	906	"2009-03"
39375	906	"2009-11"
39375	906	"2011-08"
39375	23221	"2008-04"
39375	14447	"2012-03"
39375	1689	"2008-05"
39375	9617	"2006-10"
39375	4276	"2010-06"
39375	8011	"2012-06"
39375	2087	"2008-06"
39375	13235	"2010-02"
39375	13235	"2013-10"
39375	13235	"2010-10"
39375	13235	"2008-03"
39375	13235	"2010-12"
39375	2559	"2010-11"
39375	2559	"2006-12"
39375	2559	"2011-12"
39375	2559	"2007-05"
39375	2559	"2009-07"
39375	2559	"2008-01"
39375	4587	"2007-09"
39375	4587	"2009-02"
39375	4587	"2010-05"
39375	4955	"2014-06"
39375	3301	"2010-06"
39375	3301	"2005-03"
39375	3301	"2007-02"
39375	13260	"2012-09"
39375	13260	"2014-02"
39375	15454	"2008-05"
39375	10317	"2005-05"
39375	10317	"2008-04"
39375	11027	"2012-10"
39375	14252	"2010-04"
39375	14252	"2009-02"
39375	1724	"2011-05"
39375	22733	"2007-10"
39375	22733	"2006-06"
39375	22733	"2009-01"
39375	2625	"2004-03"
39375	1176	"2008-12"
39375	1176	"2005-05"
39375	4591	"2009-06"
39375	4591	"2013-01"
39375	6206	"2011-03"
39375	2044	"2008-12"
39375	2044	"2010-08"
39375	2044	"2012-05"
39375	4967	"2012-11"
39375	1195	"2014-05"
39375	23222	"2008-01"
39375	7274	"2012-06"
39375	7274	"2011-05"
39375	7274	"2014-08"
39375	11208	"2005-12"
39375	15204	"2008-04"
39375	15204	"2006-02"
39375	21827	"2005-04"
39375	23223	"2014-03"
39375	8043	"2008-07"
39375	8043	"2004-01"
39375	8043	"2001-09"
39375	8043	"2006-01"
39375	20218	"2006-01"
39375	20218	"2007-01"
39375	2413	"2006-01"
39375	2413	"2013-03"
39375	2413	"2011-08"
39375	2413	"2010-05"
39375	3115	"2009-09"
39375	3115	"2010-10"
39375	3115	"2007-04"
39375	3115	"2013-07"
39375	9619	"2002-10"
39375	9619	"2006-06"
39375	10660	"2011-03"
39375	4980	"2013-04"
39375	6503	"2007-01"
39375	14309	"2013-09"
39375	14309	"2012-07"
39375	3568	"2014-03"
39375	10392	"2014-01"
39375	10392	"2014-01"
39375	670	"2012-07"
39375	4280	"2011-05"
39375	4280	"2007-11"
39375	14253	"2012-09"
39375	11085	"2013-02"
39375	11085	"2012-03"
39375	11085	"2014-04"
39375	23224	"2009-11"
39375	23224	"2010-10"
39375	4987	"2006-06"
39375	4987	"2007-08"
39375	4283	"2014-09"
39375	19	"2010-02"
39375	19	"2007-01"
39375	19	"2006-03"
39375	19	"2009-03"
39375	23225	"2013-04"
39375	23225	"2012-02"
39375	5952	"2014-06"
39375	8016	"2012-04"
39375	8016	"2008-11"
39375	8016	"2010-01"
39375	8016	"2007-09"
39375	23226	"2014-08"
39375	2829	"2005-12"
39375	2829	"2007-03"
39375	2829	"2012-07"
39375	6776	"2004-04"
39375	6776	"2013-01"
39375	5184	"2012-10"
39375	5184	"2011-01"
39375	5008	"2014-05"
39375	5008	"2014-05"
39375	2564	"2005-11"
39375	6101	"2010-03"
39375	1223	"2014-04"
39375	781	"2011-06"
39375	782	"2011-01"
39375	23227	"2008-02"
39375	2304	"2011-09"
39375	786	"2012-05"
39375	11984	"2014-05"
39375	11984	"2010-03"
39375	11984	"2011-05"
39375	11984	"2013-02"
39375	9486	"2013-12"
39375	9486	"2009-07"
39375	9486	"2012-07"
39375	797	"2010-07"
39375	797	"2012-01"
39375	12553	"2014-09"
39375	311	"2005-12"
39375	2621	"2012-10"
39375	9101	"2010-01"
39375	15870	"2012-07"
39375	12197	"2005-11"
39375	12197	"2009-10"
39375	2567	"2013-12"
39375	2567	"2012-11"
39375	2567	"2010-08"
39375	2567	"2014-10"
39375	9871	"2008-01"
39375	9871	"2010-01"
39375	7562	"2014-03"
39376	23228	"2012-09"
39376	23229	"2011-07"
39377	16331	"2010-09"
39378	2044	"2006-09"
39378	21272	"2006-05"
39379	23230	"2009-05"
39380	13009	"2012-01"
39380	13009	"2011-07"
39381	23231	"2012-04"
39381	23232	"2008-01"
39382	17312	"2011-12"
39383	9442	"2005-01"
39383	9442	"2006-07"
39383	3174	"2007-09"
39383	3174	"2010-01"
39384	15611	"2008-09"
39385	10313	"2006-04"
39386	23233	"2013-11"
39386	11745	"2013-09"
