"investors"	"companies"	"time"
34059	11991	"2010-11"
34059	11991	"2008-10"
34059	11991	"2009-08"
34059	11991	"2007-07"
34059	2107	"2008-09"
34059	2107	"2005-11"
34059	12372	"2007-08"
34059	11983	"2006-09"
34059	11983	"2008-07"
34059	11983	"2004-06"
34059	11983	"2005-06"
34059	4813	"2008-02"
34059	4813	"2004-07"
34059	11984	"2014-05"
34059	11984	"2011-05"
34059	11984	"2013-02"
34059	2532	"2013-11"
34059	11507	"2008-04"
34059	7021	"2006-04"
34059	7021	"2005-11"
34059	8689	"2010-09"
34059	12373	"2011-03"
34059	6563	"2007-11"
34059	6563	"2009-04"
34059	6563	"2005-04"
34059	6563	"2009-09"
34059	7208	"2009-11"
34059	7208	"2013-11"
34059	7208	"2007-07"
34059	7208	"2011-10"
34059	3477	"2007-01"
34059	3477	"2009-12"
34059	10379	"2013-11"
34059	10379	"2010-08"
34059	10379	"2011-05"
34059	10379	"2006-05"
34059	810	"2010-11"
34059	810	"2011-09"
34059	7223	"2012-06"
34059	7223	"2013-11"
34059	3508	"2008-03"
34059	843	"2013-06"
34059	5528	"2010-12"
34059	5528	"2010-01"
34059	9060	"2012-02"
34059	11992	"2010-11"
34059	11992	"2012-12"
34059	11992	"2009-08"
34059	12374	"2011-10"
34059	12374	"2013-04"
34059	12374	"2014-08"
34059	1774	"2011-11"
34059	12375	"2012-03"
34059	2901	"2005-09"
34059	876	"2012-08"
34059	8018	"2014-05"
34059	12376	"2013-08"
34059	12376	"2013-04"
34059	12376	"2009-01"
34059	12376	"2007-06"
34059	12376	"2005-03"
34059	12376	"2011-10"
34059	4149	"2006-10"
34059	4149	"2013-07"
34059	4149	"2011-06"
34059	4149	"2014-09"
34059	12377	"2012-02"
34059	2061	"2013-12"
34059	3241	"2014-04"
34059	84	"2008-03"
34059	84	"2013-03"
34059	8733	"2012-11"
34059	5601	"2008-09"
34060	12378	"2013-08"
34061	12379	"2010-08"
34061	10841	"2008-11"
34062	12380	"2011-01"
34062	12380	"2012-02"
34062	12381	"2011-02"
34062	12381	"2012-07"
34062	12382	"2007-06"
34062	12383	"2013-08"
34062	12319	"2012-09"
34062	12321	"2010-10"
34062	12384	"2013-04"
34062	8210	"2011-07"
34062	8210	"2013-12"
34062	9914	"2013-12"
34062	9914	"2014-08"
34062	627	"2012-01"
34062	12383	"2013-08"
34062	1057	"2014-06"
34062	7760	"2007-05"
34062	316	"2011-01"
34062	737	"2013-05"
34062	737	"2011-12"
34062	6095	"2013-08"
34062	11150	"2013-08"
34062	3723	"2013-07"
34062	12385	"2014-09"
34062	7376	"2008-07"
34062	7376	"2006-10"
34062	6023	"2012-06"
34062	6023	"2013-12"
34062	12374	"2013-04"
34062	12374	"2014-08"
34063	12270	"2005-10"
34063	12386	"2005-02"
34063	4434	"2006-07"
34063	12387	"2008-09"
34063	12281	"2007-04"
34063	12281	"2009-04"
34063	12281	"2006-06"
34063	12249	"2006-10"
34063	4821	"2007-02"
34063	12388	"2007-06"
34063	12389	"2007-01"
34063	10386	"2007-08"
34063	12309	"2007-08"
34063	4717	"2007-01"
34063	8793	"2006-06"
34063	5036	"2007-07"
34063	5110	"2007-07"
34063	5110	"2007-08"
34063	7518	"2005-09"
34063	4721	"2008-08"
34063	4721	"2009-10"
34063	4721	"2007-02"
34063	4391	"2000-04"
34063	4391	"1999-10"
34063	4732	"2008-09"
34063	4732	"2005-01"
34063	4732	"2006-12"
34063	3418	"1999-05"
34063	3471	"2006-01"
34063	3471	"2006-12"
34063	1163	"2009-12"
34063	1163	"2007-09"
34063	1163	"2005-12"
34063	5051	"2007-05"
34063	5289	"2008-06"
34063	703	"2014-02"
34063	9459	"2009-07"
34063	9459	"2012-05"
34063	9459	"2007-12"
34063	8017	"2012-11"
34063	8017	"2007-03"
34063	7021	"2006-04"
34063	7021	"2005-11"
34064	12390	"2005-06"
34064	10104	"2009-04"
34064	12391	"2007-10"
34064	12273	"2010-08"
34064	7401	"2007-08"
34064	12392	"2010-02"
34064	4585	"2012-05"
34064	12393	"2014-04"
34064	4495	"2014-06"
34064	12394	"2010-12"
34064	12394	"2012-02"
34064	12395	"2014-03"
34064	9804	"2012-01"
34064	12258	"2008-06"
34064	12258	"2011-05"
34064	12396	"2014-08"
34064	7427	"2009-10"
34065	12397	"2013-09"
34065	12398	"2013-09"
34065	12399	"2013-10"
34065	12400	"2013-09"
34065	12401	"2013-11"
34065	883	"2013-10"
34066	12004	"2014-01"
34067	5373	"2010-06"
34068	12402	"2012-12"
34068	12403	"2012-08"
34068	12404	"2012-08"
34068	12405	"2012-12"
34068	12406	"2013-07"
34068	12407	"2012-08"
34068	12408	"2013-04"
34068	12409	"2013-08"
34068	12410	"2014-01"
34068	12411	"2014-01"
34068	12412	"2014-01"
34068	12413	"2013-04"
34068	12414	"2014-01"
34068	12415	"2011-08"
34068	12416	"2012-12"
34068	12417	"2013-04"
34068	12418	"2008-09"
34068	12419	"2012-08"
34068	12420	"2012-12"
34068	12421	"2012-08"
34068	12422	"2013-05"
34068	12423	"2012-08"
34068	12424	"2009-08"
34068	12425	"2009-08"
34068	12426	"2009-08"
34068	12427	"2009-08"
34068	12428	"2008-09"
34068	12429	"2008-09"
34068	12430	"2008-09"
34068	12431	"2011-08"
34068	12432	"2008-09"
34068	12433	"2008-09"
34068	12434	"2008-09"
34068	12435	"2011-12"
34068	12436	"2011-08"
34068	12437	"2010-06"
34068	12438	"2010-08"
34068	12439	"2010-08"
34068	12440	"2010-08"
34068	12441	"2010-08"
34068	12442	"2010-08"
34068	12443	"2010-08"
34068	419	"2011-03"
34068	12444	"2011-08"
34068	12445	"2014-01"
34068	12446	"2013-07"
34068	12447	"2011-09"
34068	12448	"2012-12"
34068	12449	"2010-05"
34068	12450	"2008-09"
34068	12451	"2011-08"
34068	12452	"2011-09"
34068	12453	"2014-05"
34068	470	"2010-01"
34068	6638	"2013-04"
34068	12454	"2013-06"
34068	12455	"2012-12"
34068	6662	"2011-12"
34068	12456	"2012-12"
34068	12457	"2012-08"
34068	12458	"2013-04"
34068	12459	"2012-12"
34068	12460	"2013-05"
34068	12461	"2011-08"
34068	12462	"2011-08"
34068	12463	"2014-01"
34068	12464	"2012-09"
34068	12465	"2014-01"
34068	12466	"2013-05"
34068	12467	"2014-01"
34068	12468	"2012-08"
34068	12469	"2012-12"
34068	12470	"2013-04"
34068	12471	"2011-05"
34068	12472	"2013-05"
34068	12473	"2012-08"
34068	12474	"2012-08"
34068	12475	"2011-08"
34068	12476	"2012-12"
34068	12477	"2014-01"
34068	2546	"2013-04"
34068	12478	"2013-04"
34068	12479	"2014-01"
34068	12479	"2014-01"
34068	12480	"2014-05"
34068	12480	"2014-08"
34068	12481	"2013-05"
34068	12482	"2011-08"
34068	12483	"2011-08"
34068	12484	"2013-11"
34068	12485	"2010-08"
34068	12486	"2014-08"
34068	12487	"2009-08"
34068	12488	"2012-08"
34068	12489	"2013-01"
34068	5826	"2008-06"
34068	12490	"2013-05"
34068	12491	"2012-08"
34068	12492	"2013-04"
34068	12492	"2013-04"
34068	8389	"2011-12"
34068	12493	"2014-01"
34068	12494	"2014-08"
34068	12495	"2014-08"
34068	12496	"2014-08"
34068	10371	"2013-07"
34068	12497	"2013-04"
34068	12498	"2014-01"
34068	12499	"2011-08"
34068	7170	"2010-05"
34068	12500	"2010-08"
34068	12501	"2012-08"
34068	12502	"2012-12"
34068	12503	"2013-05"
34068	1597	"2011-12"
34068	12504	"2014-08"
34068	1422	"2009-05"
34068	12505	"2008-09"
34068	12506	"2012-05"
34068	12507	"2012-12"
34068	12508	"2012-12"
34068	12509	"2013-05"
34068	12510	"2013-05"
34068	6687	"2012-05"
34068	10375	"2011-09"
34068	12511	"2011-12"
34068	8424	"2011-09"
34068	1828	"2013-01"
34068	12512	"2011-04"
34068	12513	"2011-09"
34068	12514	"2009-08"
34068	12515	"2014-01"
34068	12516	"2013-04"
34068	12517	"2013-05"
34068	12518	"2014-08"
34068	12519	"2013-05"
34068	12520	"2013-05"
34068	12521	"2013-08"
34068	12522	"2014-08"
34068	12523	"2013-08"
34068	12524	"2014-08"
34068	10376	"2014-07"
34068	10376	"2014-08"
34068	12525	"2014-08"
34068	12526	"2014-01"
34068	6691	"2013-04"
34068	6692	"2011-09"
34068	11226	"2010-08"
34068	12527	"2009-08"
34068	12528	"2013-05"
34068	12529	"2008-09"
34068	12529	"2008-04"
34068	12530	"2009-08"
34068	12531	"2011-08"
34068	12532	"2011-08"
34068	12533	"2012-08"
34068	12534	"2009-10"
34068	12535	"2011-09"
34068	12536	"2011-08"
34068	12537	"2014-05"
34068	12538	"2014-01"
34068	802	"2011-12"
34068	12539	"2014-08"
34068	7824	"2009-05"
34068	863	"2013-05"
34068	12540	"2014-01"
34069	10755	"2014-06"
34070	12541	"2001-09"
34071	12542	"2013-04"
34071	3967	"2014-05"
34071	12543	"2013-11"
34071	12544	"2014-08"
34071	9806	"2013-08"
34071	3025	"2014-05"
34071	12545	"2014-01"
34071	3755	"2014-09"
34072	12546	"2008-04"
34073	1964	"2012-12"
34073	1964	"2011-05"
34074	373	"2013-10"
34074	12547	"2011-12"
34074	12548	"2013-01"
34074	12549	"2012-12"
34074	12550	"2013-08"
34074	131	"2013-12"
34074	8115	"2014-08"
34074	9802	"2013-05"
34074	9802	"2014-01"
34074	9802	"2013-02"
34074	10018	"2013-09"
34074	740	"2013-03"
34074	12551	"2012-01"
34074	3427	"2012-09"
34074	58	"2013-09"
34074	12552	"2013-11"
34074	12552	"2014-09"
34074	12553	"2013-11"
34074	890	"2013-10"
34074	890	"2012-06"
34075	3529	"2009-11"
34075	3530	"2002-02"
34076	2647	"2005-01"
34077	12554	"2009-02"
34077	12555	"2010-01"
34078	12556	"2010-11"
34079	12557	"2012-08"
34079	12558	"2013-03"
34080	12559	"2014-01"
34080	5482	"2014-02"
34081	6374	"2006-11"
34081	12560	"2006-11"
34081	12561	"2007-09"
34081	6113	"2006-04"
34081	12562	"2007-08"
34081	8157	"2011-05"
34081	8157	"2014-03"
34081	12563	"2012-05"
34081	12564	"2009-08"
34081	12565	"2013-10"
34081	12566	"2014-10"
34082	1345	"2014-07"
34082	1345	"2014-05"
34082	3491	"2013-11"
34082	6797	"2011-08"
34082	10380	"2014-10"
34083	12296	"2011-10"
34083	12567	"2006-09"
34083	12568	"2008-03"
34083	12569	"2008-06"
34083	5655	"2007-05"
34083	9509	"2010-06"
34083	9509	"2010-12"
34083	9509	"2011-01"
34083	9509	"2010-04"
34083	12570	"2013-12"
34083	10236	"2011-09"
34083	12571	"2007-06"
34083	12572	"2011-09"
34083	2598	"2013-06"
34083	12573	"2014-08"
34083	12574	"2011-08"
34084	9048	"2011-05"
34084	9048	"2013-03"
34084	9048	"2010-01"
34085	12575	"2013-09"
34085	12576	"2006-03"
34086	12577	"2008-05"
34087	12578	"2008-01"
34088	2369	"2009-01"
34088	12579	"2008-10"
34088	8762	"2006-01"
34088	12580	"2010-01"
34088	1779	"2012-11"
34088	5946	"2010-02"
34088	2367	"2010-05"
34088	2367	"2008-10"
34088	2380	"2009-02"
34089	12581	"2014-06"
34089	12582	"2009-02"
34090	12583	"2010-01"
34091	12584	"2014-07"
34092	9302	"2012-09"
34092	824	"2013-12"
34092	824	"2014-05"
34093	5572	"2005-12"
34093	2352	"2006-09"
34093	2352	"2005-03"
34093	2390	"2005-02"
34093	10361	"2006-12"
34093	12585	"2007-07"
34093	12585	"2006-11"
34093	12585	"2005-07"
34093	3084	"2006-10"
34093	3084	"2011-02"
34093	5268	"2007-10"
34093	5268	"2010-05"
34093	9605	"2005-04"
34093	5279	"2006-07"
34093	5290	"2008-11"
34093	5290	"2012-06"
34093	12586	"2007-07"
34094	6843	"2008-01"
34095	12587	"2009-01"
34096	6729	"2013-03"
34096	6962	"2012-07"
34096	2694	"2012-07"
34096	11538	"2012-07"
34096	11538	"2012-04"
34097	10921	"2007-01"
34097	10921	"2008-05"
34097	6752	"2011-10"
34097	2055	"2008-04"
34097	1218	"2012-07"
34097	6264	"2009-08"
34097	4538	"2008-01"
34097	4538	"2006-01"
34097	1503	"2006-07"
34097	6786	"2007-08"
34097	6798	"2013-03"
34098	12588	"2006-08"
34099	12589	"2011-06"
34099	4073	"2005-11"
34100	6162	"2008-06"
34100	12590	"2013-05"
34100	12590	"2014-05"
34101	12591	"2010-01"
34101	10841	"2009-08"
34101	12592	"2010-07"
34101	12593	"2010-05"
34101	12594	"2012-06"
34101	12594	"2011-12"
34101	12595	"2010-08"
34101	12595	"2013-12"
34101	12595	"2011-12"
34102	6889	"2014-08"
34103	12596	"2013-09"
34103	12596	"2013-06"
34103	10501	"2013-12"
34103	12597	"2013-04"
34103	12598	"2013-01"
34103	3654	"2012-06"
34103	12599	"2013-12"
34103	12064	"2013-08"
34103	12064	"2013-08"
34103	12600	"2013-07"
34103	12601	"2014-06"
34103	1697	"2014-08"
34103	1697	"2013-11"
34103	12602	"2010-12"
34103	12603	"2013-11"
34103	12604	"2013-04"
34103	12605	"2012-11"
34103	12606	"2012-09"
34103	12606	"2014-05"
34103	12607	"2012-09"
34103	12608	"2010-11"
34103	12608	"2012-09"
34103	776	"2013-09"
34103	776	"2011-01"
34103	12609	"2011-03"
34103	12609	"2012-04"
34103	12609	"2013-05"
34103	12609	"2014-09"
34103	3791	"2012-12"
34103	12264	"2013-06"
34104	12610	"2012-04"
34105	7907	"2013-07"
34106	5714	"2013-05"
34106	7907	"2014-06"
34106	12611	"2014-05"
34106	2924	"2014-09"
34107	12612	"2006-10"
34107	12613	"2007-07"
34107	4103	"2007-05"
34107	4103	"2006-05"
34107	4104	"2008-06"
34108	12614	"2010-08"
34109	12615	"2009-09"
34109	1938	"2008-04"
34109	1938	"2007-01"
34109	1938	"2009-04"
34109	1938	"2009-09"
34109	12616	"2012-02"
34109	4829	"2006-06"
34109	8198	"2012-03"
34109	4836	"2014-07"
34109	4836	"2007-04"
34109	4836	"2008-05"
34109	11970	"2013-07"
34110	8198	"2014-09"
34111	1903	"2005-02"
34111	3104	"2007-07"
34111	5073	"2007-07"
34111	10974	"2007-02"
34112	12617	"2012-04"
34113	12618	"2010-11"
34114	12619	"2012-09"
34115	12620	"2011-09"
34116	4345	"2014-03"
34117	12050	"2013-06"
34118	1594	"2014-03"
34119	12621	"2013-05"
34120	4009	"2005-07"
34120	10941	"2006-07"
34120	4857	"2008-09"
34120	4857	"2006-08"
34120	5599	"1999-10"
34120	5599	"1999-04"
34121	11796	"2014-05"
34122	9422	"2005-05"
34123	333	"2005-12"
34124	12622	"2009-01"
34125	12623	"1999-01"
34126	11372	"2013-10"
34127	12624	"2010-03"
34128	9255	"2007-02"
34128	1095	"2005-08"
34128	1095	"2006-05"
34128	11308	"2006-02"
34128	12625	"2008-05"
34128	2254	"2005-08"
34128	4308	"2010-06"
34128	12626	"2006-03"
34128	8227	"2010-09"
34128	12627	"2008-07"
34128	12627	"2008-01"
34128	12628	"2010-01"
34128	12629	"2012-07"
34128	12629	"2013-07"
34128	12630	"2011-01"
34128	12631	"2013-01"
34129	12632	"2013-04"
34130	12633	"2008-01"
34131	12634	"2013-03"
34131	520	"2013-02"
34131	653	"2014-09"
34131	12635	"2014-05"
34131	12635	"2013-07"
34131	1130	"2012-10"
34132	6158	"2013-12"
34132	12319	"2014-05"
34132	12636	"2014-09"
34132	12637	"2014-01"
34133	12638	"2014-07"
34134	12639	"2013-12"
34134	12081	"2011-06"
34134	12081	"2010-01"
34134	12640	"2011-10"
34134	4493	"2014-01"
34134	12641	"2010-01"
34134	12022	"2006-06"
34134	9835	"2008-06"
34134	9835	"2009-08"
34134	12642	"2013-09"
34134	12643	"2008-10"
34134	12644	"2012-04"
34134	8878	"2013-12"
34134	12083	"2012-03"
34134	12645	"2011-11"
34134	12645	"2012-02"
34134	12645	"2013-04"
34134	12646	"2012-09"
34134	12646	"2013-02"
34134	12646	"2013-11"
34134	7927	"2013-12"
34134	7927	"2012-08"
34134	12647	"2013-08"
34134	12648	"2013-10"
34134	12648	"2011-10"
34134	12649	"2010-06"
34134	3109	"2007-05"
34134	255	"2005-03"
34134	255	"2005-10"
34134	12650	"2009-01"
34134	258	"2006-09"
34134	3306	"2008-08"
34134	12651	"2010-08"
34134	2285	"2012-03"
34134	12652	"2011-01"
34134	3383	"2013-10"
34134	12653	"2013-11"
34134	4044	"2013-09"
34134	4044	"2012-10"
34134	4044	"2014-04"
34134	1355	"2010-02"
34134	1355	"2009-09"
34134	1355	"2007-03"
34134	1355	"2007-10"
34134	6207	"2008-04"
34134	11279	"2014-09"
34134	12654	"2011-11"
34134	2124	"2014-08"
34134	639	"2011-10"
34134	12655	"2006-07"
34134	12655	"2007-12"
34134	12655	"2006-12"
34134	650	"2014-06"
34134	650	"2012-12"
34134	8301	"2013-04"
34134	8301	"2014-04"
34134	8301	"2012-01"
34134	9514	"2014-02"
34134	12656	"2014-03"
34134	7909	"2013-11"
34134	7909	"2013-12"
34134	10092	"2012-07"
34134	12657	"2013-04"
34134	3277	"2009-06"
34134	11807	"2013-06"
34134	11807	"2014-08"
34134	12658	"2012-10"
34134	12659	"2010-09"
34134	12659	"2013-05"
34134	11149	"2013-07"
34134	3721	"2013-08"
34134	12660	"2014-01"
34134	2212	"2012-01"
34134	2212	"2013-03"
34134	12661	"2014-07"
34134	8835	"2012-07"
34134	8835	"2014-05"
34134	8835	"2013-04"
34134	12662	"2013-09"
34134	12662	"2012-08"
34134	12662	"2014-05"
34134	754	"2012-02"
34134	12663	"2012-01"
34134	3338	"2005-04"
34134	12664	"2007-06"
34134	777	"2014-05"
34134	777	"2013-03"
34134	12665	"2008-02"
34134	12665	"2006-02"
34134	10852	"2009-12"
34134	797	"2012-01"
34134	6245	"2006-06"
34134	6245	"2007-12"
34134	12666	"2013-09"
34134	12667	"2010-10"
34134	6792	"2010-07"
34134	6792	"2012-04"
34134	6792	"2009-04"
34134	283	"2006-10"
34134	12668	"2007-06"
34134	12668	"2005-08"
34134	12668	"2005-01"
34134	7913	"2012-11"
34134	7913	"2010-07"
34134	8213	"2014-03"
34135	12669	"2010-11"
34135	12670	"2014-06"
34136	12594	"2012-06"
34137	12671	"2012-10"
34138	148	"2013-12"
34138	3398	"2013-09"
34138	3398	"2014-02"
34139	12672	"2006-09"
34139	4373	"2005-12"
34139	12673	"2008-08"
34139	8311	"2009-11"
34139	8311	"2009-11"
34140	1634	"2010-10"
34140	1634	"2012-02"
34140	1634	"2013-09"
34140	12674	"2012-12"
34140	12675	"2009-09"
34141	12676	"2007-07"
34142	12677	"2008-08"
34143	12390	"2005-06"
34143	12678	"2012-07"
34143	10107	"2011-08"
34143	10677	"2008-06"
34143	9773	"2010-10"
34143	12394	"2010-12"
34143	12394	"2012-02"
34143	12679	"2012-03"
34143	12679	"2008-06"
34143	9555	"2010-08"
34143	12395	"2011-12"
34143	12395	"2014-03"
34143	11846	"2008-06"
34143	12680	"2008-11"
34143	7375	"2010-04"
34143	12258	"2011-05"
34143	11270	"2006-11"
34143	4120	"2012-01"
34144	3411	"2013-10"
34145	12681	"2007-09"
34145	8211	"2010-01"
34145	219	"2006-03"
34145	6337	"2010-11"
34145	12682	"2013-04"
34145	5317	"2011-10"
34145	10244	"2006-01"
34145	12683	"2005-12"
34145	12684	"2008-03"
34145	11923	"2008-05"
34145	12024	"2009-10"
34145	12685	"2008-09"
34145	12686	"2006-05"
34145	12687	"2011-10"
34145	12687	"2010-06"
34145	11560	"2009-08"
34145	11560	"2011-07"
34145	11560	"2011-07"
34145	12688	"2009-08"
34145	2202	"2006-06"
34145	2202	"2004-07"
34145	2202	"2007-01"
34145	2202	"2009-02"
34145	2202	"2009-12"
34145	12689	"2014-05"
34145	12690	"2007-05"
34145	12690	"2011-11"
34145	4070	"2012-06"
34145	4070	"2014-09"
34145	12691	"2014-09"
34145	259	"2008-02"
34145	532	"2013-05"
34145	10069	"2001-09"
34145	5702	"2014-09"
34145	12692	"2011-09"
34145	12692	"2011-05"
34145	12693	"2014-05"
34145	5045	"2013-11"
34145	5465	"2014-06"
34145	12694	"2009-09"
34145	12695	"1999-09"
34145	12696	"2000-10"
34145	12697	"1990-09"
34145	12698	"2000-01"
34145	12699	"1999-09"
34145	12700	"2000-03"
34145	12701	"1998-10"
34145	167	"2009-10"
34145	12702	"1999-03"
34145	7171	"2012-06"
34145	12703	"2014-05"
34145	12704	"1999-09"
34145	8301	"2013-04"
34145	8301	"2014-04"
34145	12705	"1999-03"
34145	12706	"2010-06"
34145	12136	"2013-03"
34145	12593	"2010-05"
34145	12707	"2003-02"
34145	274	"2001-05"
34145	12708	"2013-09"
34145	12709	"2013-11"
34145	12710	"1999-12"
34145	12711	"2013-07"
34145	279	"2009-07"
34145	279	"2007-10"
34145	279	"2010-10"
34145	4695	"2014-04"
34145	4737	"2013-10"
34145	7822	"2011-10"
34145	7822	"2010-03"
34145	12712	"2011-09"
34145	12712	"2014-02"
34145	12712	"2012-11"
34145	12265	"2014-08"
34145	12713	"2013-07"
34145	12714	"2012-01"
34146	3038	"2014-09"
34147	12715	"2012-01"
34147	6116	"2008-11"
34148	12716	"2010-06"
34149	1871	"2007-01"
34150	11036	"2010-08"
34150	316	"2005-11"
34151	12717	"2007-10"
34151	12717	"2009-12"
34151	12717	"2005-06"
34152	9255	"2007-02"
34153	12718	"2010-01"
34154	8725	"2010-03"
34154	8725	"2009-02"
34155	12719	"2008-02"
34155	12719	"2009-04"
34156	2700	"2000-03"
34156	4368	"1999-10"
34156	4368	"2000-08"
34157	12720	"2014-03"
34157	12721	"2014-04"
34157	12722	"2012-11"
34157	12723	"2012-09"
34157	12724	"2012-10"
34158	12725	"2013-12"
34158	12726	"2013-06"
34158	11331	"2012-11"
34158	11331	"2014-01"
34158	12727	"2012-05"
34158	12727	"2013-06"
34158	12728	"2014-05"
34158	3992	"2013-06"
34158	12729	"2013-12"
34158	12730	"2014-06"
34158	12730	"2013-05"
34158	12731	"2010-09"
34158	12732	"2012-02"
34158	12733	"2014-05"
34158	6589	"2014-08"
34158	12734	"2013-05"
34158	12735	"2014-08"
34158	12736	"2013-07"
34158	12737	"2014-09"
34158	12738	"2010-09"
34158	12739	"2014-08"
34158	6590	"2014-08"
34158	12740	"2014-06"
34158	12741	"2014-09"
34158	11368	"2014-07"
34158	12742	"2013-07"
34158	12742	"2013-03"
34158	12743	"2014-05"
34158	12744	"2014-07"
34158	12745	"2014-08"
34158	5612	"2013-12"
34158	739	"2014-05"
34158	12746	"2013-08"
34158	12746	"2013-01"
34158	12747	"2013-06"
34158	11375	"2013-06"
34158	11375	"2010-03"
34158	12748	"2014-07"
34158	12749	"2014-09"
34158	816	"2014-08"
34158	12750	"2014-08"
34159	12748	"2013-07"
34160	12751	"2013-12"
34160	12752	"2014-01"
34161	12753	"2014-04"
34162	7434	"2008-12"
34163	9083	"2011-08"
34164	12754	"2012-03"
34164	12755	"2011-11"
34164	12756	"2013-01"
34165	8315	"2013-07"
34165	8315	"2013-01"
34166	12757	"2012-11"
34166	12758	"2012-09"
34166	12759	"2012-07"
34166	12760	"2012-07"
34166	12761	"2014-02"
34166	12762	"2012-07"
34166	12763	"2012-01"
34166	12764	"2013-04"
34166	12765	"2012-01"
34166	12766	"2013-12"
34167	5862	"2010-12"
34168	8043	"2004-01"
34168	8043	"2006-01"
34169	12767	"2013-06"
34169	12768	"2011-05"
34169	12768	"2012-11"
34169	12769	"2005-12"
34169	12770	"2007-06"
34169	12771	"2006-05"
34169	12771	"2012-03"
34169	3100	"2007-03"
34169	3100	"2009-12"
34169	12549	"2012-12"
34169	3101	"2007-02"
34169	12127	"2007-07"
34169	12127	"2006-02"
34169	7392	"2007-05"
34169	7683	"2013-02"
34169	12772	"2010-06"
34169	12773	"2014-05"
34169	4278	"2010-03"
34169	4278	"2011-04"
34169	7062	"2014-02"
34169	12774	"2014-01"
34169	12774	"2012-02"
34169	4379	"2012-08"
34169	4379	"2007-01"
34169	4379	"2008-10"
34169	7298	"2014-03"
34169	12775	"2014-08"
34169	10698	"2014-06"
34169	12776	"2008-07"
34169	12776	"2007-09"
34169	12776	"2008-11"
34169	4093	"2009-10"
34169	12777	"2007-09"
34170	12778	"2014-04"
34170	12778	"2012-08"
34170	12778	"2011-07"
34171	10354	"2008-08"
34171	7756	"2006-12"
34171	10326	"2007-07"
34171	5073	"2003-04"
34172	10436	"2005-08"
34172	4382	"2006-05"
34172	12779	"2006-01"
34172	8269	"2013-09"
34172	8269	"2011-08"
34172	12780	"2010-08"
34172	1333	"2007-08"
34172	11989	"2011-05"
34172	10321	"2012-10"
34172	12781	"2013-07"
34172	12782	"2011-07"
34172	7016	"2005-01"
34172	10397	"2011-05"
34173	12783	"2012-07"
34174	2227	"2013-04"
34174	12784	"2014-03"
34174	12784	"2011-05"
34174	12784	"2012-05"
34174	12784	"2014-09"
34174	2090	"2008-09"
34174	2090	"2007-05"
34174	2090	"2004-01"
34174	2090	"2005-04"
34174	1349	"2010-10"
34174	1349	"2011-11"
34174	1349	"2013-07"
34174	12785	"2004-08"
34174	6749	"2007-08"
34174	6749	"2005-04"
34174	6749	"2008-05"
34174	6749	"2011-05"
34174	12786	"2011-07"
34174	673	"2014-01"
34174	12787	"2012-03"
34174	12788	"2014-08"
34174	12364	"2006-03"
34174	12789	"2010-03"
34175	11148	"2013-09"
34176	12790	"2008-02"
34177	12791	"2009-03"
34178	5794	"2012-07"
34178	12792	"2013-09"
34178	12793	"2012-05"
34178	12794	"2014-04"
34179	12795	"2014-04"
34180	12796	"2012-05"
34180	12797	"2013-03"
34180	12683	"2005-12"
34180	12798	"2010-06"
34180	12799	"2007-04"
34180	12800	"2012-07"
34180	12801	"2009-12"
34180	62	"2005-12"
34180	62	"2009-01"
34180	12802	"2008-06"
34180	12802	"2009-01"
34180	12802	"2008-01"
34180	6333	"2008-11"
34180	6123	"2009-11"
34180	6123	"2014-09"
34181	4096	"2004-01"
34181	4096	"2008-08"
34181	12803	"2006-08"
34181	12325	"2006-09"
34181	12804	"2005-01"
34181	5290	"2008-11"
34182	4090	"2013-03"
34183	6056	"2013-05"
34183	6056	"2012-09"
34184	9855	"2009-12"
34185	728	"2012-07"
34185	760	"2012-05"
34186	12805	"2011-06"
34186	12806	"2006-09"
34187	9389	"2008-06"
34187	9389	"2006-09"
34187	4375	"2007-02"
34188	12629	"2011-09"
34189	12807	"2012-07"
34189	12807	"2006-01"
34189	12807	"2011-05"
34190	10247	"2014-04"
34191	12808	"2013-08"
34192	37	"2013-02"
34192	3834	"2013-06"
34193	12809	"2014-07"
34194	6859	"2013-01"
34195	12810	"2014-02"
34195	1635	"2013-12"
34195	1637	"2013-12"
34196	11745	"2010-06"
34196	512	"2013-10"
34197	7224	"2011-01"
34198	2565	"2014-01"
34198	2565	"2013-12"
34198	4283	"2014-09"
34198	4285	"2014-03"
34198	2554	"2014-09"
34199	12811	"2013-11"
34199	12812	"2014-07"
34199	12813	"2014-03"
34200	12814	"2010-03"
34200	11676	"2011-05"
34200	12815	"2011-11"
34200	12816	"2007-10"
34200	4959	"2011-08"
34200	5910	"2010-09"
34200	2494	"2014-04"
34200	2494	"2014-04"
34200	3937	"2011-06"
34200	9897	"2011-11"
34200	12776	"2008-07"
34200	12817	"2013-02"
34200	12817	"2013-07"
34200	742	"2011-10"
34200	12818	"2010-10"
34200	6056	"2012-09"
34200	12819	"2011-02"
34200	776	"2009-08"
34200	853	"2013-06"
34201	12820	"2010-11"
34202	1763	"2013-09"
34203	12821	"2008-06"
34204	12822	"2014-09"
34204	12823	"2012-07"
34205	4064	"2010-01"
34205	2239	"2010-05"
34205	2823	"2009-11"
34205	12824	"2011-04"
34205	4440	"2011-04"
34205	1084	"2014-03"
34205	1084	"2012-12"
34205	1349	"2014-08"
