Node1	Node2	AdamicAdar	WeightedKatz	IsEdge
39173	50319	4.10411157087	15.3425	1
30906	49270	3.84940286428	18.9525	1
40093	40314	2.97788784037	7.22	1
45076	48604	2.13423193978	5.415	1
35390	50241	2.22832390029	6.3175	1
31963	40061	0	0.0	1
32052	39174	6.73119301883	33.3925	1
33817	39056	2.78821822221	11.7325	1
36978	40322	0.928117931938	1.805	1
47568	47655	6.70542397867	31.5875	1
37643	41267	10.9044493493	55.955	1
33732	42084	2.81609305936	11.7325	1
45800	46174	3.83527069659	14.44	1
31479	44145	4.46066671357	22.5625	1
30993	35156	4.86627831782	20.7575	1
40040	43802	1.69703953726	4.5125	1
36094	45297	2.51582961434	7.22	1
33957	36145	1.44269504089	0.9025	1
40493	41353	2.29775810164	7.22	1
41271	50566	4.79336591037	21.66	1
34059	36809	9.81023262984	48.735	1
33631	48716	2.91553385403	13.5375	1
36654	41355	7.94149116145	38.8075	1
35390	49376	6.14574391265	29.7825	1
36173	41220	4.49895867637	19.855	1
31984	40611	0.644252252274	1.805	1
40798	49678	2.02207529823	7.22	1
34694	46382	4.24506569458	17.1475	1
34083	41819	0.233826997986	0.9025	1
31279	41986	3.70057702669	16.245	1
34949	41875	5.66849322547	27.075	1
43046	49673	5.88310029973	21.66	1
36140	51905	10.0860509309	47.8325	1
34010	39665	3.72068533092	12.635	1
35513	44828	2.65571120463	9.025	1
32718	36207	14.3903980657	71.2975	1
31087	34586	0.353171003157	1.805	1
31772	40084	4.20165232579	16.245	1
32151	34082	7.57899670936	37.0025	1
36494	38741	3.22854472959	10.83	1
36068	41997	4.69057306105	22.5625	1
32678	42433	8.99771698449	35.1975	1
32719	36584	0.800122062032	3.61	1
33979	49342	2.76666106957	9.9275	1
36262	42756	1.36129695898	4.5125	1
33769	38093	0.892383818755	2.7075	1
31162	42934	1.99761956558	6.3175	1
31395	42727	5.7880699614	27.075	1
31684	33245	1.59082226966	6.3175	1
31913	35662	1.44269504089	0.9025	1
49124	49516	16.0463967986	78.5175	1
32151	51087	6.20076924939	27.075	1
48542	50479	5.81653607883	27.9775	1
34120	38278	4.25023770529	12.635	1
34738	34765	0.897930738387	1.805	1
33528	41968	6.38140116878	34.295	1
47609	48296	0.417032391424	0.9025	1
45344	49452	3.82096577848	12.635	1
40083	49684	7.10638650486	26.1725	1
33632	44207	2.95443382668	9.9275	1
34860	39791	3.79664104652	18.9525	1
31745	39632	4.72629339639	22.5625	1
37232	43427	6.08116276851	24.3675	1
38842	42962	0.352956123865	0.9025	1
32897	38664	2.30797364829	9.025	1
34111	42102	4.01548879651	15.3425	1
32192	34792	49.4488398215	224.7225	1
46714	47392	0.918157714037	4.5125	1
37958	44965	3.78815080192	15.3425	1
32508	43179	7.04961210546	31.5875	1
38739	43350	5.33821995588	27.9775	1
37422	50772	14.4754653068	67.6875	1
31662	33219	6.04341968847	27.9775	1
42644	51158	1.41946193792	6.3175	1
40133	48542	2.64543860955	12.635	1
42650	48186	3.85418482739	15.3425	1
44758	48606	3.54456747918	10.83	1
50122	51231	7.89537454047	34.295	1
35957	40072	1.27216860322	6.3175	1
37207	38818	2.1391250581	7.22	1
48950	50897	5.38599488704	21.66	1
31968	34630	1.99310021556	6.3175	1
45728	46676	10.4558009002	43.32	1
33499	40107	1.53746081116	6.3175	1
49073	49342	1.80769974033	4.5125	1
50274	50320	13.0878561862	60.4675	1
37290	49977	16.1487064131	79.42	1
34619	51490	4.02551651696	13.5375	1
34169	34200	1.6269233907	5.415	1
33398	33427	0.687165292282	1.805	1
34955	35077	0.697525813161	3.61	1
49516	51581	15.2451646601	76.7125	1
41962	42514	1.65164560834	5.415	1
33122	39347	1.91512056066	6.3175	1
30906	48493	8.32663739977	37.905	1
39525	45699	2.83233151404	13.5375	1
44061	51381	4.90883864187	22.5625	1
31718	37667	5.32600414036	26.1725	1
33411	40602	0.622407688569	2.7075	1
42652	42887	0.763630490241	3.61	1
39835	40809	1.83986764405	3.61	1
33809	36173	14.4827230061	70.395	1
34841	47972	4.09847137523	9.9275	1
32151	43801	22.7787072564	111.91	1
44866	49044	4.38473210892	18.05	1
33081	33839	1.20336533483	5.415	1
48438	51112	2.46121513964	7.22	1
33809	42407	5.78768860901	26.1725	1
33553	38093	3.75755131987	14.44	1
42426	45107	3.11163699404	8.1225	1
32508	39947	8.83727080986	43.32	1
38436	50066	2.41620016596	7.22	1
40602	48916	1.9471720544	4.5125	1
43269	43742	4.7876549831	17.1475	1
32033	37553	0.388374283813	1.805	1
32090	40235	6.04572608521	26.1725	1
40314	41021	1.33865798663	4.5125	1
42650	43856	6.0213919164	25.27	1
36120	48568	14.0935603826	70.395	1
38927	41039	4.70405052981	14.44	1
44021	47769	3.54807121977	9.9275	1
38024	48477	2.16404256133	2.7075	1
36574	36757	2.21860406517	9.025	1
34955	44401	2.81837842501	9.9275	1
37918	51903	2.76224338596	5.415	1
33461	40534	2.06166556426	9.025	1
30962	41267	1.47692552375	6.3175	1
38064	39486	0.32153221503	1.805	1
31982	34883	4.67692029685	21.66	1
33770	36339	14.6006531149	70.395	1
39632	44005	4.62855307877	24.3675	1
43546	48004	2.18690413312	4.5125	1
31104	35703	0	0.0	1
48167	50907	2.11993126729	8.1225	1
32813	34954	4.97567788966	21.66	1
41028	41334	2.1602048429	9.9275	1
41722	49871	7.19158954482	34.295	1
43950	46256	6.71816027247	23.465	1
33260	39023	1.38004777836	4.5125	1
31661	42188	1.587332375	6.3175	1
34954	47542	7.57490630643	36.1	1
31036	37079	2.35251152453	4.5125	1
35276	49764	3.82033211149	8.1225	1
42426	50023	3.94931980477	15.3425	1
32490	35832	0.587616400854	1.805	1
36457	46751	1.87131164029	7.22	1
38869	50931	1.05828639346	1.805	1
45085	47987	5.38905591501	13.5375	1
47739	48573	3.60720180189	11.7325	1
34792	45596	6.14041901112	23.465	1
30999	41722	24.2465283489	111.91	1
35987	41579	2.04615924209	6.3175	1
40445	40529	2.88283769737	15.3425	1
31727	37275	0.467536139636	1.805	1
48433	48754	10.5936032565	44.2225	1
48109	50192	4.53265275634	18.9525	1
34944	51813	3.71681593095	17.1475	1
41412	41485	0.24733794695	0.9025	1
32508	34696	21.4898733417	95.665	1
32090	34059	9.52972522055	41.515	1
33624	35513	15.4344130442	74.005	1
33357	44145	2.79094519205	14.44	1
41495	45150	0.585224230617	2.7075	1
33584	39922	1.92635643776	5.415	1
33800	42621	2.7572279846	9.025	1
37850	50143	3.13632020645	13.5375	1
39780	42511	4.52532967226	18.9525	1
34334	40839	0.79773372502	2.7075	1
41271	44167	15.5864985925	72.2	1
34837	44844	5.05219391881	26.1725	1
32008	45944	6.58613879598	28.88	1
31855	35188	1.29834638678	4.5125	1
31962	43522	6.71449015194	24.3675	1
35757	39613	2.90911798321	10.83	1
47732	50489	9.29946625711	44.2225	1
38382	39375	0.517951070553	2.7075	1
43184	49139	8.32570231001	39.71	1
41271	51925	17.1783046132	77.615	1
42467	45060	2.61604109281	9.9275	1
32508	33887	3.78580546024	17.1475	1
31087	42726	1.27206288757	3.61	1
34716	47365	6.46562926584	28.88	1
45097	50795	2.67260501013	7.22	1
33236	40556	5.55743364799	25.27	1
39814	49705	3.43997195109	17.1475	1
38023	42149	4.22502562867	22.5625	1
44578	47166	5.18296082057	21.66	1
33383	38534	3.60536572323	13.5375	1
38229	40235	1.73970781076	4.5125	1
41503	43762	1.90635396722	8.1225	1
34421	40845	0.477223987889	1.805	1
35610	36860	2.36813047544	8.1225	1
45204	47148	12.6415517357	58.6625	1
32718	50108	6.69560449996	30.685	1
31084	33838	1.75741562627	7.22	1
36941	51581	20.9995429898	95.665	1
32186	40371	1.56080523261	5.415	1
36398	37775	10.9779156599	50.54	1
31446	45031	6.71382993351	29.7825	1
31546	47570	3.29716589361	9.9275	1
34948	41563	8.23739262409	38.8075	1
34682	42392	22.5705078088	110.105	1
41222	51120	1.83823679936	8.1225	1
33624	36403	20.3032900937	88.445	1
31485	48738	5.22121718111	16.245	1
35390	40502	11.8159757347	52.345	1
31312	33573	2.13002996626	3.61	1
36017	39955	5.19653918504	25.27	1
47805	47826	3.77300442234	17.1475	1
41195	45346	4.68561223173	13.5375	1
40462	41256	8.99850264364	46.93	1
35513	51911	3.69149845423	9.9275	1
37804	38308	2.16484974292	4.5125	1
37290	48650	2.55280176772	14.44	1
30910	37090	2.43293587249	7.22	1
31581	33008	4.22481887101	18.05	1
35274	46845	2.02809682038	7.22	1
41487	43045	2.74966593062	6.3175	1
34682	50666	3.00774349517	14.44	1
37232	45797	8.55307973358	40.6125	1
46107	51093	1.82047845325	1.805	1
31270	36926	21.4894187095	103.7875	1
31479	42022	13.629252393	69.4925	1
35488	37775	3.047941793	15.3425	1
36941	42824	7.90229859329	37.905	1
39340	48060	5.19798099017	18.05	1
35188	41119	8.37753684008	38.8075	1
34181	36403	4.18358120598	14.44	1
43855	46792	4.59352823816	14.44	1
30882	32089	8.29955785136	34.295	1
33014	35375	4.41000723481	16.245	1
32454	33357	9.14723282563	45.125	1
34987	35551	1.24404742732	1.805	1
37918	42152	1.88195666741	5.415	1
45027	46200	6.25268317661	29.7825	1
34169	42515	3.02509021575	11.7325	1
34718	35921	4.27343206104	19.855	1
34068	35390	9.17464055866	46.0275	1
32201	36207	38.0693808904	170.5725	1
36322	46145	2.92006670728	8.1225	1
47568	50614	6.46027413518	29.7825	1
38183	40359	3.47317643882	12.635	1
49206	49246	3.83967195428	11.7325	1
45669	46255	2.62351104651	11.7325	1
41018	44117	4.35913991644	14.44	1
32493	38791	2.46788078318	7.22	1
50273	51547	12.255702607	53.2475	1
35371	45550	3.44908753308	11.7325	1
38726	39192	0.773163206864	3.61	1
42937	45204	31.4007309031	136.2775	1
34860	37193	3.32167547767	17.1475	1
43524	45722	7.65191173317	26.1725	1
31230	33556	0.515093412049	1.805	1
40614	41540	4.44700341555	18.9525	1
32186	39897	2.34491443797	5.415	1
33646	34948	41.2061544144	194.94	1
35215	35830	1.98039716945	3.61	1
48935	51348	5.83626600326	24.3675	1
32328	35656	1.82358080197	2.7075	1
35690	42120	4.69268624656	21.66	1
36867	43840	3.38167358891	13.5375	1
40114	44216	2.6001224902	9.025	1
40702	51924	7.86016482254	32.49	1
38976	39476	0.687340435668	2.7075	1
31479	34682	16.3354699128	81.225	1
34792	51919	3.68488059381	16.245	1
36654	36910	1.79905537466	8.1225	1
31362	39367	3.47629647324	12.635	1
31413	46626	5.43851320944	22.5625	1
33380	42489	3.21277836701	16.245	1
36083	36950	1.25827090206	4.5125	1
31514	41136	2.03290654963	5.415	1
36678	40529	2.1002957648	9.025	1
33739	41353	3.27528123126	9.9275	1
36722	38095	1.00219777592	3.61	1
36120	48773	1.18582924698	3.61	1
47451	50383	2.5510502862	9.025	1
39363	41355	2.10453749978	5.415	1
33322	39736	2.81126913318	11.7325	1
32042	40534	6.47344896736	31.5875	1
33119	37643	3.69888097945	18.05	1
31569	41974	2.30549925927	9.025	1
40636	42218	17.6119682276	82.1275	1
31106	41831	3.0405010639	9.9275	1
37466	47425	3.08304480336	10.83	1
47307	51922	8.60571699018	35.1975	1
34769	41883	1.19932893955	4.5125	1
46753	49397	2.54384354907	10.83	1
34017	41271	13.1774712191	62.2725	1
30971	40156	2.62353532939	10.83	1
45637	46608	2.2079020992	4.5125	1
35921	39565	1.87865488113	4.5125	1
33770	49070	6.89448979435	27.9775	1
36242	37391	5.17393400802	24.3675	1
33688	36901	0.199311187043	0.9025	1
38380	50794	3.11808359689	16.245	1
37296	39375	20.8094894725	102.885	1
40462	42299	18.6860943375	87.5425	1
39486	40145	6.31215462714	32.49	1
32042	41941	13.4915080092	67.6875	1
49040	51812	1.2462693993	2.7075	1
33893	49700	3.6813900928	17.1475	1
33500	40034	0.241363138309	0.9025	1
32192	46103	8.94325922673	40.6125	1
34792	43625	9.77759083149	46.0275	1
31386	39799	7.96916780273	39.71	1
38373	42448	1.62511710807	2.7075	1
32508	50106	4.92310989185	18.9525	1
34026	39325	1.53912475249	3.61	1
43725	49889	1.79763002937	4.5125	1
34800	48734	2.74485810996	14.44	1
31684	32192	5.29800457471	22.5625	1
33904	47296	4.44886432482	15.3425	1
33103	40235	0.814717405368	4.5125	1
34728	40322	3.74419790672	14.44	1
46026	47460	2.2314494791	7.22	1
30987	35334	0.741125257932	3.61	1
34145	37906	1.15133666402	2.7075	1
35304	38542	1.74361065774	3.61	1
38357	38463	1.46780145461	5.415	1
32090	40195	1.23778810788	4.5125	1
36615	49124	2.5393753191	11.7325	1
30999	48444	9.18749468795	39.71	1
43296	50143	3.64344314746	14.44	1
45077	51452	5.45429690252	23.465	1
32042	49573	10.9560739782	48.735	1
40604	46738	5.21772725391	17.1475	1
37667	40598	7.61625041659	37.0025	1
35996	44557	2.12865531633	11.7325	1
45161	45262	5.13816416703	19.855	1
31658	42650	5.95226856831	23.465	1
34062	44145	4.76208389254	22.5625	1
34261	38542	1.46509701382	4.5125	1
31617	31952	2.52100950778	7.22	1
37290	37589	0	0.0	1
38505	39172	2.25169310915	7.22	1
32074	45368	1.39113757359	1.805	1
46973	51255	1.44269504089	0.9025	1
36827	41495	2.84364800046	6.3175	1
34948	50237	3.25020870846	12.635	1
38396	45025	1.66504741202	3.61	1
40156	41437	2.30000202309	9.025	1
38859	40145	2.31840415144	11.7325	1
32456	36941	0.670215897913	2.7075	1
32989	39483	2.48240693566	9.9275	1
40624	47696	6.69328364333	30.685	1
39337	41231	1.90873331299	9.025	1
32734	33577	3.28000635911	10.83	1
45802	46303	5.10270817443	20.7575	1
39525	51873	2.45080855497	9.025	1
30999	37584	5.54723918872	27.9775	1
41722	46704	3.92712946545	10.83	1
45233	49613	4.26116194106	19.855	1
38919	40766	4.72993591435	18.05	1
45122	49241	2.76792612086	10.83	1
31357	36730	1.93201998788	9.025	1
39965	49758	3.25465945485	6.3175	1
35306	37046	3.71317143924	17.1475	1
37814	39530	9.75267400841	34.295	1
34042	46714	7.13014967258	31.5875	1
34572	41495	1.15777972234	6.3175	1
32783	41271	37.8016941691	164.255	1
49065	50587	5.41010640333	13.5375	1
32052	33229	4.3715933658	23.465	1
33937	50879	7.71836603031	26.1725	1
33911	35266	2.90142951498	9.9275	1
35891	40573	2.22258269345	5.415	1
34983	40714	7.91041907387	34.295	1
36339	45523	3.85741396831	16.245	1
44401	50241	1.89354183147	5.415	1
32201	49185	4.64876175064	21.66	1
47568	47670	9.65003127813	47.8325	1
33585	38723	0.584801574579	1.805	1
41361	49258	0.29120667622	0.9025	1
43331	47007	4.40180326943	15.3425	1
43431	51315	6.1864507534	18.05	1
47325	47413	2.96326440766	10.83	1
44328	48755	3.08339005422	5.415	1
36745	41387	1.84535595833	4.5125	1
33632	39682	1.83073885642	6.3175	1
31743	40235	4.33544493121	18.9525	1
31539	38670	2.10382827932	9.025	1
31632	38901	0.294014103795	0.9025	1
32274	33761	1.34760252069	5.415	1
39646	42508	1.49539612266	2.7075	1
42919	51352	6.06019917173	26.1725	1
31567	35156	4.52784414387	17.1475	1
36049	36089	3.13417203545	13.5375	1
32508	48568	30.2809984138	138.985	1
44545	51360	0.323515453149	0.9025	1
32117	44659	5.06537633882	21.66	1
33809	40049	3.57093032701	15.3425	1
34764	40485	1.90952380762	4.5125	1
34682	43408	16.5479117782	83.03	1
40798	41057	27.6984869431	131.765	1
48415	49272	2.86101987604	14.44	1
44625	51369	3.26172373824	10.83	1
34197	46386	3.308291005	13.5375	1
31158	32503	6.2612711495	32.49	1
37920	40651	0.285999667503	0.9025	1
33732	38055	2.60000415804	11.7325	1
31428	48570	6.84424578813	27.9775	1
43350	48645	5.47013805816	27.9775	1
36135	38086	2.50796125654	8.1225	1
39495	48792	0.405018243605	1.805	1
35375	37397	6.74548908048	31.5875	1
33937	36774	7.65191173317	26.1725	1
48069	51391	2.64617289009	5.415	1
44722	45057	3.01284718162	10.83	1
34792	47560	7.72031013768	35.1975	1
45117	45239	2.42710159347	8.1225	1
41495	43648	1.10428995744	1.805	1
34948	41599	9.4868706287	46.0275	1
44145	49013	3.60061354886	16.245	1
34629	50273	3.14819612716	11.7325	1
34059	46651	6.4359073355	22.5625	1
42937	44280	16.8640039337	80.3225	1
38116	38396	18.8024665515	83.9325	1
34982	39016	2.54504740258	8.1225	1
31746	38088	5.45952186012	21.66	1
46094	46996	4.06542648683	18.9525	1
37984	41124	0.423478700209	1.805	1
40043	42469	0	0.0	1
41057	48950	4.65348892251	21.66	1
41271	48710	31.84035451	137.18	1
47739	50143	5.36535307291	18.05	1
44284	44358	5.6012695344	14.44	1
34854	38497	6.09772079536	31.5875	1
33016	35726	2.22816381416	5.415	1
33952	45944	13.0694938162	63.175	1
44804	46539	2.71604458537	12.635	1
31124	39517	2.17732653271	8.1225	1
30999	31146	4.88177736222	21.66	1
31330	41883	2.64524228685	11.7325	1
34948	44511	14.6171127057	67.6875	1
35840	38011	1.40815329283	6.3175	1
31251	32783	4.4245729474	20.7575	1
35375	36777	6.1543594989	31.5875	1
38944	40438	0.910239226627	0.9025	1
32685	42294	1.29825241139	3.61	1
35649	41875	0	0.0	1
33770	34682	35.8555746255	162.45	1
